m/z,RT [min],Name,Tags,Foston_Ex_1-2 (F6),Foston_Ex_1-9 (F7),Foston_Ex_1-10 (F8),Foston_Ex_1-11 (F9),Foston_Ex_1-12 (F10),Foston_Ex_1-13 (F11),Foston_Ex_1-14 (F12),Foston_Ex_1-21 (F13),Foston_Ex_1-22 (F14),Foston_Ex_1-23 (F15),Foston_Ex_1-24 (F16),Foston_Ex_1-25 (F17),Foston_Ex_1-26 (F18),Foston_Ex_1-33 (F19),Foston_Ex_1-34 (F20),Foston_Ex_1-35 (F21),Foston_Ex_1-36 (F22),Foston_Ex_1-37 (F23),Foston_Ex_1-38 (F24),Foston_Ex_1-45 (F25),Foston_Ex_1-46 (F26),Foston_Ex_1-47 (F27),Foston_Ex_1-48 (F28),Foston_Ex_1-49 (F29),Foston_Ex_1-50 (F30),Foston_Ex_4-1 (F31),Foston_Ex_4-2 (F32),Foston_Ex_4-3 (F33),Foston_Ex_4-4 (F34),Foston_Ex_4-5 (F35),Foston_Ex_4-6 (F36),Foston_Ex_4-7 (F37),Foston_Ex_4-8 (F38),Foston_Ex_4-9 (F39),Foston_Ex_4-10 (F40),Foston_Ex_4-11 (F41),Foston_Ex_4-12 (F42),Foston_Ex_4-16 (F43),Foston_Ex_4-17 (F44),Foston_Ex_4-18 (F45),Foston_Ex_4-19 (F46),Foston_Ex_4-20 (F47),Foston_Ex_4-21 (F48),Foston_Ex_4-22 (F49),Foston_Ex_4-23 (F50),Foston_Ex_4-24 (F51),Foston_Ex_4-25 (F52),Foston_Ex_4-26 (F53),Foston_Ex_4-27 (F54),Foston_Ex_4-28 (F55),Foston_Ex_4-32 (F56),Foston_Ex_4-33 (F57),Foston_Ex_4-34 (F58),Foston_Ex_4-35 (F59),Foston_Ex_4-36 (F60),Foston_Ex_4-37 (F61),Foston_Ex_4-38 (F62),Foston_Ex_4-39 (F63),Foston_Ex_4-40 (F64),Foston_Ex_4-41 (F65),Foston_Ex_4-42 (F66),Foston_Ex_4-43 (F67),Foston_Ex_4-44 (F68),Foston_Ex_4-48 (F69),Foston_Ex_4-49 (F70),Foston_Ex_4-50 (F71),Foston_Ex_4-51 (F72),Foston_Ex_4-52 (F73),Foston_Ex_4-53 (F74),Foston_Ex_4-54 (F75),Foston_Ex_4-55 (F76),Foston_Ex_4-56 (F77),Foston_Ex_4-57 (F78),Foston_Ex_4-58 (F79),Foston_Ex_4-59 (F80),Foston_Ex_4-60 (F81),Foston_Ex_4-64 (F82)
131.11785,5.288,Unknown 172,MS2 Available,11542.76639,13356.33095,13853.97467,14536.78407,855666.6671,725497.4949,759924.9816,13633.2341,14181.03544,12716.42122,168201.1334,265794.6837,286079.7675,15625.60156,16148.46165,16224.90577,609672.712,1767376.851,872426.866,14889.83003,14339.89627,13204.62189,6037084.459,2523769.956,4009516.882,12650.47747,12898.68859,11480.97404,12646.85807,11538.39212,11855.8062,13267.15714,13206.39774,12394.11613,13879.87027,14095.96837,13043.57436,21265631.56,12194.3817,12220.88719,12105.64508,11502.22749,12762.61627,14006.42918,13168.42467,12679.39579,14538.10929,14411.22164,13747.01665,12842.88695,12615.73146,12052.22213,12559.20513,11923.9205,11791.1361,12044.89633,11930.93867,12581.88027,12847.57251,12904.15843,14713.1706,13475.94129,12624.41223,12857.12756,1637473.446,1001961.999,1078780.196,13424.51891,13961.9942,13554.16087,13632.82812,13388.88309,14397.10241,12903.72041,13375.76676,13258.18295,12436.49129
402.17575,5.296,Unknown 173,MS2 Available,7657.481097,11278909.45,4828387.69,11085930.59,4295913.059,5786385.152,4170227.557,9044.299161,9407.711037,8436.084715,7829.78026,7798.90267,7979.891813,8778708.263,13480378.25,8949348.468,8012.521258,9206.374623,8361.037785,8607034.944,4917042.594,9745378.54,161862.7783,168790.5635,7970.9027,8392.33757,8557.001038,7616.487998,8389.936461,7481.598902,7501.72146,8801.443392,8761.135556,8016.470524,9207.917805,8800.182789,8653.118385,8461.723259,8089.763247,8107.347012,8030.895298,7630.587551,8466.730547,9291.877096,8735.944187,8411.52201,9644.594134,9560.41676,9119.782604,8519.982188,8369.287041,7995.45447,8331.787426,7896.071522,7822.249771,7904.936796,7789.160799,8346.830128,8523.090588,8560.629737,9760.729959,8939.950974,8368.077259,8529.429418,702484.4487,8480.028228,311317.3099,1038753.495,1747108.546,849353.7422,9044.029834,8882.196495,8587.783548,8560.339154,8405.325622,8795.489906,8119.704588
679.0123,6.065,Unknown 174,MS2 Available,9270878.508,19799674.67,17387806.76,22320891.7,13891336.12,15991804.68,12202645.53,8340803.111,6903523.013,7264998.517,5124835.954,6950566.698,3851633.547,9051729.314,15886652.44,6837572.024,7239393.897,7338340.341,2979406.636,15737076.64,9333376.584,7903377.845,10890598.01,12553737.09,12415726.84,15743.84472,15035.00097,14770.10774,17616.89913,14656.64784,165933.2709,15855.97507,15863.31683,15130.10846,15695.05329,14994.55654,15915.93944,14722.25476,14743.48675,15891.7444,15079.34983,362878.5626,15692.18319,15154.34226,15529.93973,19042.60956,15306.53577,17030.59534,14452.78136,15140.88823,15316.30912,15058.22208,15457.43451,14711.57634,207686.0068,21244.44018,650212.9897,15783.70292,14828.46563,15597.00524,14850.0613,15192.98058,15249.07697,15298.02898,9290111.479,8477541.53,16606976.78,15623978.2,14261107.35,12345279.95,8470252.883,5551073.156,12538112.32,4592487.845,5242713.912,9601816.917,7404500.818
246.93281,5.984,Unknown 175,MS2 Available,31072553,35697470.96,26636617.67,35665573.62,28508705.64,34473417.28,35284201.75,31156155.79,26130595.56,25493240.23,23480744.46,25577340.38,17538675.14,26444014.32,35790370.52,23290746.76,26752612.15,22936130.09,16560041.87,24881990.58,27013047.91,21691952.91,29679317.7,31218884.17,32167295.86,4754184.839,3120103.214,9061816.513,11106135.59,5368752.578,17350641.52,6914056.428,5433176.077,709330.7525,6825530.533,6053522.519,5846324.173,5519768.65,8565750.739,7364418.683,9121739.109,19266589.3,4715598.218,4980485.937,4863449.088,8233458.383,7111988.053,11185175.88,5712893.481,5597873.873,9030173.78,4905978.785,9299225.228,7905233.015,16925472.55,7399681.156,22580253.46,6094683.13,6344307.424,7744702.241,3285671.671,1868565.62,4620168.891,1455043.201,30130887.25,34673816.91,37725522.03,33207890.41,32208419.05,34363940.72,30174376.2,22523178.8,32336087.17,20304876.04,21167471.02,31973309.21,23173977.48
180.90383,5.934,Unknown 176,MS2 Available,14204278.21,10662086.62,10367599.45,12031152.76,9771567.571,10378401.11,15543133.31,10059884.54,6336313.161,6756887.131,5910108.988,6842102.884,3367777.539,7473296.789,11705393.68,7154177.861,8987716.203,5532275.448,3968678.539,9872775.113,8738186.235,7486478.224,7395259.479,10396267.3,10774809.47,7583372.009,5522180.628,8514152.767,14827611.61,9583876.647,14009860.07,8271795.442,9623470.746,1327896.092,9401200.438,9613551.273,9082082.206,7011479.194,11861659.73,10796379.3,10858348.42,14811833.21,3628272.445,5416968.973,4519736.919,12459735.58,5966955.786,9708560.822,7337419.997,5978239.388,6574196.869,6733703.738,9694675.672,7833227.032,14014296.03,8921896.002,16461648.84,9203499.278,7218830.924,10351135.87,3800274.75,3214238.838,4513567.878,2358822.034,11087695.55,11761234.89,12054296.91,10440113.67,9405025.571,10720277.55,8200474.653,5052781.706,10607698.45,3398776.07,4813352.245,8210527.332,7754721.289
295.2872,3.662,Unknown 177,MS2 Available,4693993.293,2485350.167,15688078.65,3702897.066,3647418.197,3872185.666,3723091.069,2832628.476,3268847.121,2656552.251,3089509.22,3327416.31,2477165.38,7677063.931,5850319.99,2550000.828,3303201.785,2813342.427,3321117.082,4155987.309,2553166.355,3364911.436,2345426.862,2558823.269,2119486.786,2374111.01,3023955.163,3542377.177,4533943.894,4280977.544,4985437.418,4109414.75,5665126.233,4795673.219,4462267.298,5865840.514,5631323.003,2543391.275,4356839.696,4420952.887,4715274.192,3420314.689,3303827.789,3310266.768,4055134.533,3441145.051,5775340.525,3862841.618,3687349.9,3465472.245,3522780.905,4950621.217,5131250.243,4927287.055,5608559.32,6650995.63,9974905.117,3885917.953,6160109.726,5715556.253,4849783.677,4065621.16,9073506.664,5845489.62,3712733.602,4178054.307,2291681.03,3989723.102,2373763.58,2535942.136,2968346.774,3896485.875,2385314.148,3282629.909,619172.8,2376292.332,5776793.185
416.8603,5.438,Unknown 178,MS2 Available,13469089.02,11981174.58,11853685.21,12897840.62,11249163.09,12632474.47,12945824.26,13479018.79,10846220.31,11806185.23,13593047.98,13977140.52,9471849.912,8010012.638,11888775.22,10216066.19,15133004.55,9422161.069,8624809.724,11546899.06,9764799.337,6784312.747,11828664,12175353.94,12565650.94,21461661.71,21706457.89,19860141.69,23580108.2,19635912.51,27973204.6,18125565.7,18072659.94,6274067.921,21405116.51,21181167.97,21169178.12,12621529.85,19845489.65,23092066.86,21169544.07,26577615.07,11049111.19,11814351.51,10927475.94,18985834.87,16125751.24,24372511,13445494.31,10019112.87,14437731.73,14559328.9,19385352.52,21867148.89,27013770.34,24476488.39,25372381.93,15512844.52,13913161.67,16717949,12676673.31,12174892.56,12633550.01,5965372.936,13242290.19,21440898.1,21095996.84,14814792.14,13261299.14,13357742.74,14554000.59,16019008.07,10226718.96,8622770.684,15500682.32,15120197.08,8958764.553
366.97502,6.04,Unknown 179,MS2 Available,22729141.97,19565275.41,12579345.38,16704580.86,14061983.39,16953423.82,29012915.05,10218987.88,8289667.102,7627761.918,5877357.98,9355583.882,3883010.378,10878003.81,17624841.5,9790486.556,9950744.491,6478522.489,4445194.883,16220152.93,10089474.45,10958072.8,9316936.841,16506816.64,17319307.38,988465.3102,576923.4757,1167830.431,2408701.829,1338839.846,2462165.327,1273732.056,1289451.124,20079.55691,1114230.149,1376670.892,1385279.696,913100.2853,2493673.949,1760532.694,985139.4761,2806524.988,229902.5277,844364.0931,734934.9649,2515235.672,485134.8672,1503819.522,1368524.542,953378.7796,1310052.742,825643.9799,1530851.237,240189.9719,2007168.004,1900997.308,4127723.629,1401824.766,1094528.247,2522225.557,474038.4604,386872.429,855022.4458,20302.40856,15645925.58,13218570.11,14328334.2,17965932.06,14671761.67,16078981.51,9517116.96,5926987.275,11874043.78,3966196.208,6755165.443,11288569.88,9507814.297
197.09207,4.03,Unknown 180,MS2 Available,13054.21468,7833413.736,8055556.367,9885955.554,6559420.181,7330446.536,6576602.129,12803.54204,651097.6559,12879.84413,12437.74924,12360.03808,12333.48695,15052335.09,11842639.8,9077052.723,12281.82346,1317581.14,582932.7083,11818420.98,6701279.351,14977839.89,7588156.763,8674543.98,13020.61382,13278.16534,13481.04597,13433.89759,13208.20469,13003.97935,12762.42531,12917.57393,12902.24134,13242.8219,13091.15146,13770.15417,13441.21421,14352.32656,12515.24319,13092.544,13596.68358,12753.98219,13440.64381,13411.55359,13115.36145,13962.82324,14056.86467,13374.83152,12680.01305,12454.93512,13357.78433,12525.39029,12787.42955,13393.89084,13063.58693,12992.62156,12664.93359,12690.80097,12609.81404,13398.18322,13082.03498,12791.82709,12778.32438,12973.18067,4940930.5,12889.26133,4814535.868,3701165.432,4211959.641,4047198.209,13706.97298,13717.66916,14301.85257,13307.72176,12097.91729,13117.62846,13842.08835
127.05027,2.177,Unknown 181,MS2 Available,86515.98161,4065045.944,3976013.15,5805645.974,2042924.277,2009468.343,2582005.271,9539883.062,8720958.793,9927632.875,3054788.372,4479402.295,3068114.852,8762546.404,10307351.87,9655541.918,4106562.851,2569552.029,7915004.407,13856554.14,15500195.15,17187269.04,2785121.933,1341336.356,1086513.279,41362.50405,2985271.537,36830.38902,2279823.304,37128.17012,3433413.739,30537130.25,18671275.8,1338205.623,8760912.545,11308521.44,10408885.54,46608759.94,36505.94185,2181163.356,16572130.14,804241.6187,1872317.475,4227970.898,29798150.36,18255082.04,23921861.54,5158446.651,5459447.246,5328883.119,40472.61717,4621955.591,4545510.968,3576290.83,2092261.908,45003.74278,2455112.314,46614791.35,32717380.96,29047426.69,1569198.035,1338170.508,1266575.152,40650.80868,706465.6445,11696794.93,551115.947,4165598.809,3477035.383,3666540.443,21090364.11,10566593.08,30714636.58,2375235.117,1161654.069,1983374.954,9216791.498
188.03761,3.271,Unknown 182,MS2 Available,17246.84371,18106.12488,18715.4702,18274.65595,293035.1451,112224.6511,213160.017,7499372.123,5969708.716,5748927.085,6451745.27,4099740.997,3770739.194,3036182.781,4958199.049,2728628.561,5166116.027,7890971.643,6006776.328,5130289.672,4258971.478,2929874.285,2769777.407,10185518.47,6582172.141,14619.25568,1513256.376,425571.6064,8078189.694,545802.2108,9770127.309,3673907.278,12463035.43,3114055.012,5942585.765,2882470.265,6840662.629,1182783.281,3979296.131,3855939.879,4255064.215,13331266.99,3896037.661,7261133.344,11686775.05,7978236.227,13080905.28,10854421.25,10979939.1,15938057.27,15529.04452,4703965.11,4609681.348,1834660.698,7775240.514,2023595.294,13238703.66,8825476.06,3647016.541,3793239.542,6112598.154,4675786.112,10892588.66,14736.87213,1292817.461,1628598.465,1641201.605,5907646.541,6623882.618,4418134.872,12951272.43,9117629.347,7039962.239,9678045.539,1022212.408,11065564.93,17451.67351
160.16953,3.37,Unknown 183,MS2 Available,13901792.08,13211215.65,12479569.35,13757282.48,12255152.3,12823095.27,13340575.3,12414332.32,11873928.88,11842054.36,12411242.35,12373878.55,12470653.57,12153068.46,12120681.08,12066284.06,13018929.8,13078250.42,12694397,12104673.77,12989359.92,12694090.67,13744457.87,13108949.39,12074299.97,12895331.39,11906437.84,12999569.98,12744539.04,13801962.6,13180615.86,12740027.25,13672685.85,12736046.19,12996204.55,12985129.8,12596228.24,11931912.62,14531241.99,13250352.79,13894706.62,12918366.74,12034961.77,13527163.42,12970044.72,12618481.5,12924388.86,12633599.62,13199267.29,12744682.24,13011005.47,13312503.9,13597121.24,12994804.66,13008988.51,12009331.58,13427707.09,13950514.7,13166861.44,13429699.77,12993615.35,13336937.75,13144124.39,13686745.46,11944405.1,12889880.42,12140888.74,13999354.9,13322944.75,13009337.17,12848069.54,12350963.18,12714224.96,13136465.73,11465762.4,12638780.14,12496253.92
262.90681,5.946,Unknown 184,MS2 Available,6353487.781,5907531.43,5500656.171,6387325.986,4771129.636,5940264.144,7961671.77,6265558.494,4385368.517,4244503.596,3834787.903,4516355.743,3086133.145,4592293.447,6542414.796,3899290.461,5634759.584,3941665.16,2847871.465,5539785.236,4971486.01,3834210.008,5034429.351,5656623.964,6201179.532,7517705.682,5589869.65,10860971.73,13820263.29,8994415.303,16734696.81,9100992.599,8285168.689,2215864.628,9596685.366,8670950.657,8086408.555,6888148.241,9945526.671,9546413.586,10048992.41,17749763.45,4961108.913,5988636.866,6134908.356,8878640.82,6376782.253,11285565.03,7236428.619,6626908.485,7852223.573,6876411.201,9814351.127,8494837.73,17957144.15,8239513.71,8815833.004,7729177.027,7251420.908,8253618.576,4597940.94,3767673.268,5600955.966,3069790.481,6207454.356,7494701.539,7392575.391,6011495.955,5318070.017,6437441.245,5838828.306,3698087.026,5323910.656,3414521.878,3641969.436,5782548.397,3887530.773
328.02177,3.295,Unknown 185,MS2 Available,8316582.373,11607339.2,20367799.4,7468574.635,2157799.331,12635429.58,15271628.82,19337.09692,21219.75329,19029.62634,17406.553,17573.25276,17134.53549,3199045.381,5361392.422,2578814.536,18167.66008,21728.09527,18858.94043,8312109.175,8301056.678,8119888.844,5013882.739,5562440.575,7067022.334,17140.69858,17912.40028,17072.73577,18016.91084,17369.23347,18193.53993,18483.25422,17867.61824,17720.66264,18838.65144,18730.46296,17678.14815,21437.61535,18329.67324,17341.70079,17660.56914,18741.89637,18750.07106,17953.28624,17695.32017,18097.10567,19089.27802,18692.40519,18407.30424,18055.96927,19034.39034,17874.85402,17801.4396,18561.42144,18175.35689,17612.41688,18136.62352,18348.58682,17506.21515,19186.39316,18852.62579,17736.5881,18360.19697,18357.87034,1091113.307,18646.97632,1585228.028,1521457.751,7278540.532,9278187.611,17945.81077,18717.19032,17717.94586,18160.44088,18235.14766,18934.47899,5053213.452
319.0923,3.135,Unknown 186,MS2 Available,18226.06413,19931.43599,20103.17945,20928.7333,19829.89514,19492.35073,20106.68346,17085.56316,19009426.42,301052.3521,16358.15388,17174.77598,16634.55247,14955417.61,16043103.5,9749334.737,17046.11555,5426900.904,5066566.9,5019432.723,4071410.924,5658277.068,2396474.742,2952801.885,4693460.049,17345.2482,16583.22564,16068.45525,16759.74528,16271.02396,17144.89031,17021.19755,16552.14717,15907.81041,17456.91503,17425.633,16636.15605,28776.34657,17111.77479,16982.65057,17467.24247,17246.8165,16722.52821,16685.80733,17251.09949,17469.08735,17712.09375,17147.00125,16342.39627,16471.23529,16854.04332,16569.816,16158.71847,16530.58416,15928.33618,15815.02756,16004.31492,15803.59847,16322.36956,17012.23886,16981.18195,16229.14101,15749.4329,16155.96703,32607.38625,17913.42245,32479.42606,3422023.096,2666953.413,2835932.099,18426.8129,17400.59316,475730.7655,17057.41374,16373.5525,17328.7492,18790.96908
306.0642,4.522,Unknown 187,MS2 Available,8777.113072,12031.83148,11493.70187,11414.86576,11127.10614,11461.8541,12290.89883,1278355.237,2213391.77,1227595.529,1064546.119,1345274.129,770990.335,1812151.409,799640.3582,1284557.833,1069694.584,2189360.884,1572031.418,890409.1516,721811.0763,1082390.676,2574781.042,1802372.075,919642.672,8921.728105,10523.05554,8877.845699,11104.5298,8915.810666,10408.25598,9325.424387,9336.267234,8734.785157,8870.339558,9147.5056,9193.683798,11242.2692,498706.368,252949.6629,434724.3053,674793.7889,9871.317309,288762.2979,1489273.882,2308355.218,1856123.421,2225668.011,2482997.547,1157745.503,12043.1572,254124.0261,302957.2481,507881.2162,635350.3875,321843.7065,677719.6784,985488.8692,855703.9914,1465833.956,632002.0829,284103.4905,765118.6008,8934.570546,2922052.584,744379.5758,2773425.323,1037576.013,1029389.902,1234183.104,2346908.091,1444138.714,2475793.462,1176505.297,597736.8469,1374003.109,9127.551544
313.05206,4.762,Unknown 188,MS2 Available,8858.409919,10634.69596,9792.190373,10317.50968,9418.405533,9788.214995,9742.873398,11464.27527,11270.20716,11137.61977,9234.099034,9286.668811,9102.098732,12662.59602,11844.82212,12635.89878,9000.615584,10016.22313,9607.89013,11366.22301,11134.86346,11489.2545,10110.78444,10456.02776,10318.92331,9406.605651,9971.213994,9921.822309,9993.326678,9766.373122,10107.89175,9720.822322,9579.679618,9208.875366,9274.971512,9667.673684,9602.077781,16393.75381,9980.635746,10350.75051,10366.20461,10122.77645,9300.937179,10309.58376,9866.325668,10142.17534,10338.10598,9782.057167,10752.30814,9598.749876,9762.304704,9318.381899,9378.365637,9386.925865,9501.124939,9094.50283,9506.883287,10405.0737,10163.78161,10121.14836,9839.327004,9380.393617,9832.895359,9260.535871,10359.60822,9834.404952,10231.9882,11319.73621,10436.17869,10790.84958,11892.68711,11558.33558,16704.28469,10485.58248,9454.629918,10607.69825,9426.900624
214.10738,3.549,Unknown 189,MS2 Available,21362.01922,21769.22275,23303.88636,23350.38332,22890.45636,22062.01057,21916.09069,4048400.433,3257048.823,3885301.192,22917.37166,24431.59602,22055.40674,1632113.842,1763339.362,1447787.231,23348.05818,765654.0924,566224.1938,903685.5042,1282764.488,635045.7073,31831.01447,29174.41426,27549.90311,29330.1932,21531.16267,29423.14925,21961.49402,28099.77605,23262.87072,23061.8747,22970.88434,19967.04728,21193.56913,23110.97116,21421.80945,34708.50549,23904.93592,25348.22221,25376.49585,22552.06193,93972.89756,518229.0509,522340.687,1465212.529,1900439.66,2348328.114,2206911.188,1660198.915,20296.05551,21265.8417,522728.9747,21882.23096,20960.97712,20538.11276,20942.25311,2577872.975,1486906.605,917622.8097,930934.6387,575944.6266,1342750.047,18691.49346,771201.1049,199234.8393,697296.745,1061410.216,768514.4275,1130027.531,3012254.995,2870433.522,2920155.646,2720292.242,39109.59573,3874253.669,21130.62185
401.12271,3.366,Unknown 190,MS2 Available,25179.52339,25917.38093,27465.62143,26430.16585,25139.7173,25438.26479,25185.56847,24685.29478,25917.83894,24116.32913,22256.74463,22758.81931,21179.71818,31235.04415,32498.96816,30302.07321,23019.00838,29248.39148,23034.33852,29795.61552,30530.30746,29110.0239,32536.88846,35428.76744,31179.80837,23078.52284,21955.68375,23518.83856,22668.46749,21214.80817,22788.68468,22789.82295,22450.62257,21516.0775,23009.55751,23651.34297,23187.83168,27290.56971,23048.62171,23461.66231,22812.03297,22561.4223,22901.3653,22607.36943,22581.18887,22440.25754,23196.93318,24288.85903,22951.352,23361.49914,23570.84448,22778.9791,23075.21176,22670.94837,22793.01682,21511.83275,22320.14733,22410.99184,22801.59414,23434.28977,23026.6258,22644.65884,22832.07868,22422.33075,45556.51573,23584.8809,45134.12767,34181.07021,32339.01467,30891.8203,23261.2703,23957.62891,24082.69241,23967.18355,21312.77651,23408.63251,24355.91436
190.10732,4.654,Unknown 191,MS2 Available,17280524.9,60927662.21,78100636.82,66437651.32,47644189.32,39878677.85,43190764.54,9078487.008,2643100.509,8800310.109,10083469.07,3643296.071,14047092.66,33789567.19,55125989.34,41599980.79,8967801.839,10979346.1,9811694.904,52834787.91,29660531.99,30048982.95,15610530.71,43282879.04,9862200.294,5706499.524,6432128.908,11048215.52,8631006.806,11525262.42,10350621.89,11213374.65,10585869.64,7154924.017,13857661.43,9930909.604,13214571.84,4763946.497,11312010.24,10529906.54,9874481.783,9085441.959,5405852.009,9860807.011,10717183.16,10994462.9,9741958.283,6950508.178,12633243.66,4926558.614,7319251.282,9816647.857,10160510.86,5092649.213,11285732.85,1495453.639,12282334.79,9530507.604,11552563.38,3704509.444,8679175.531,7372798.901,10710128.9,7132742.126,28211485.61,10480331.5,23154031.22,22240322.47,28235281.62,19658901.24,3499633.358,3946718.893,3332879.745,12618417.68,1716649.75,8332379.665,9056848.046
140.10684,0.961,Unknown 192,MS2 Available,1643656.558,846615.7944,1671361.964,1324028.031,2251092.935,1519452.846,2917739.756,6582688.278,2901555.333,4123185.237,3267934.191,3238841.432,4889364.669,3759648.869,3080858.209,3042344.39,4665666.424,4564159.126,6350656.333,4044769.13,3056921.979,5333922.939,5295286.02,4100633.258,10949515.75,4767442.396,6429369.261,5144640.134,6375559.405,14269922.3,12676745.54,5336187.204,7574380.784,348481.8239,4684365.955,11462717.7,4336248.598,2959945.799,6529978.337,11164331.96,13068787.76,11859571.27,6633006.374,3237200.618,4024613.177,6938077.452,6058737.894,5636746.469,5252892.243,3697750.296,2337867.206,11171026.4,2786803.964,6715348.929,4960680.65,5236667.658,4295779.58,8334267.292,8794925.928,3957905.079,614894.9938,2146439.751,1341415.619,1448530.703,8033249.742,3883804.021,3735339.316,7365324.572,4357963.639,3788757.662,3652188.904,8700767.008,11667587.76,5847097.672,2923031.47,4546341.347,3078891.627
251.16399,0.868,Unknown 193,MS2 Available,16005.23056,15904.77118,16202.91403,14985.50049,16248.13285,14677.65318,16222.11867,15824.52342,15256.04588,15142.57561,15650.62038,15144.06428,15271.25326,15653.41285,15539.21569,15531.83399,15870.09548,15945.41201,15346.59138,14448.95194,14637.74884,15910.22684,15971.30073,16103.95337,15692.00397,16155.24243,16104.24236,14884.71159,15960.7822,153028.8644,15449.1195,16201.79714,16047.57085,15496.74571,17063.60513,16967.42867,15424.41538,155648.6636,15015.51157,152989.6993,17171.84246,15958.78919,15876.28489,16076.72837,16733.32724,16753.16698,16756.51879,16118.44486,17115.76498,16125.09363,15601.75278,121962.6329,15585.86159,15743.56518,14889.40948,17536.03655,16281.00859,15616.72988,16555.35205,15622.65324,16193.34411,15841.88499,16145.27982,16876.28149,15467.86193,15507.90437,165443.471,16957.59174,16627.63902,18354.5804,16137.55947,16403.57793,16473.25073,15847.10173,16852.5876,15399.48442,16005.10048
189.06556,2.053,Unknown 194,MS2 Available,263582.672,265120.3927,272451.9048,258935.8804,253962.7666,254654.1437,249602.102,197304.4671,207472.5129,191362.8596,190005.41,199317.3413,186384.6908,228669.847,246458.2916,231943.0726,192671.6235,220940.8432,204056.1165,244530.8817,265094.7884,245389.9578,442073.0202,444867.5214,1088410.382,229610.3867,236468.693,202505.5176,217554.2148,209290.9039,215953.3329,206914.6175,210847.5457,230518.1042,213776.951,221028.4294,220234.4639,231926.2303,202227.1681,217664.5465,215299.9065,206624.9945,249279.7282,213340.7439,210871.9567,215207.1282,240179.4438,238601.5208,212067.0907,194577.4895,219164.8913,206650.5232,203283.0508,218912.3666,205928.5616,231321.2413,201379.0704,203570.5427,206077.5292,202529.051,220021.8362,221330.7284,206185.7746,215512.3787,267881.1028,216961.7757,268791.1509,269121.8421,271721.5461,262639.894,210341.486,230895.7338,224372.9784,213294.3282,226218.4633,208638.0966,280395.7381
274.12804,5.12,Unknown 195,MS2 Available,14531.86737,686236658,625242827.8,687341636,470829220.3,507670332.2,536966337,473742.1111,38628597.41,3186687.766,2434600.771,14469.31215,14316.65433,932794638.2,968776112.9,934395230.4,1578844.023,54126497.28,9206998.207,825177164,752335053.5,805708594.9,161409184.1,474320270.6,1768038.437,15170.31564,15661.44952,17312.87811,17492.23553,17634.92067,17174.67878,15344.73243,18915.52607,15157.65748,119813.9575,17039.31935,15452.34369,17778.8674,18258.08909,16239.8754,16226.75072,16356.59229,15737.29486,17657.61542,22017.89022,27075.90423,29124.57791,21013.57655,20142.06465,17241.06674,15691.64792,18456.41157,16068.24141,15671.13829,15479.36203,15638.12079,15668.72065,25342.54562,25663.80687,23285.84517,15430.05101,15213.55684,15664.25358,15357.30515,588578373.3,674196.0409,504330516.7,574760681.6,583982931.1,554719920.7,1087883.179,406376.3067,3524035.874,16719.80119,123491.2273,278838.1384,15467.92226
536.16527,0.79,Unknown 196,MS2 Available,25114195.1,26862288.67,24593325.24,18715444.76,29051189.59,23479754.46,20589959.93,18022825.12,19639896.11,17446333.72,26656424.78,21496080.85,19186197.85,21821793.69,28166363.51,28258803.73,22460620.19,21975651.62,23778465.28,22640119.28,21342335.8,20631589.01,28906660.83,27182030.72,21533623.43,19612497,21170792.93,16461775.1,22431937.53,31740077.98,22312763.48,21520389.28,31201545.65,18737914.86,24612312.32,23687958.29,20859819.45,25167484.55,29832895.31,27396277.62,18966032.43,22038123.51,25063043.97,23673480.41,25143502.59,22781183.46,27625853.71,23076302.49,31156629.59,27454652.89,28768821.57,23754869.39,23872160.88,17832938.4,19175610.06,24768749.54,21227028.15,33183013.15,27166443.2,26862671,21927859.13,26049229.57,22908430.45,33246276.58,18008724.02,23684869.75,21847722.48,25354811.87,27117142,19126066.44,22815190.33,20712090.49,26786744.56,22136917.26,31625108.48,24886246.61,24851375.83
156.01105,1.032,Unknown 197,MS2 Available,75209.83845,74760.319,73745.01344,78909.95523,105575.5909,84887.43415,94347.58898,143322.4438,155554.5885,158604.8791,147687.5074,163430.3696,128292.0947,178860.0968,187335.5823,151450.0303,185603.402,175194.3374,168818.6686,177995.5876,144221.9765,151710.1414,211093.2628,191555.4922,268529.3419,169056.982,188973.6625,182512.401,304155.6353,239154.9768,241795.6962,226937.1338,117388.4568,75180.68463,196177.4349,228609.7946,194948.9276,109034.6917,255908.8408,166528.405,209320.1751,284136.6072,163894.3093,145053.7568,163533.3164,217272.0133,214213.4199,221014.9163,180803.0209,93382.5388,69632.2371,159840.3053,141401.0573,225104.9599,231068.4333,255713.503,199981.0336,226415.8695,205711.8134,208235.1852,80186.8544,83023.10643,75123.23812,80159.8635,161336.9367,138291.5334,217031.7877,170917.5134,192040.7152,160459.318,151192.8686,149042.5164,222341.5856,111044.0775,162348.3303,172958.6646,79183.10461
