m/z,RT [min],Name,model_metabolite,mass_difference,Tags,Formula,Foston_In_1-B_Met_LC_HILIC_Neg (F33),Foston_In_1-C_Met_LC_HILIC_Neg (F34),Foston_In_1-D_Met_LC_HILIC_Neg (F35),Foston_In_1-E_Met_LC_HILIC_Neg (F36),Foston_In_1-F_Met_LC_HILIC_Neg (F37),Foston_In_1-G_Met_LC_HILIC_Neg (F38),Foston_In_1-H_Met_LC_HILIC_Neg (F39),Foston_In_1-I_Met_LC_HILIC_Neg (F40),Foston_In_1-J_Met_LC_HILIC_Neg (F41),Foston_In_1-K_Met_LC_HILIC_Neg (F42),Foston_In_1-L_Met_LC_HILIC_Neg (F43),Foston_In_4-A_Met_LC_HILIC_Neg (F44),Foston_In_4-B_Met_LC_HILIC_Neg (F45),Foston_In_4-C_Met_LC_HILIC_Neg (F46),Foston_In_4-D_Met_LC_HILIC_Neg (F47),Foston_In_4-E_Met_LC_HILIC_Neg (F48),Foston_In_4-F_Met_LC_HILIC_Neg (F49),Foston_In_4-G_Met_LC_HILIC_Neg (F50),Foston_In_4-H_Met_LC_HILIC_Neg (F51),Foston_In_4-I_Met_LC_HILIC_Neg (F52),Foston_In_4-J_Met_LC_HILIC_Neg (F53),Foston_In_4-K_Met_LC_HILIC_Neg (F54),Foston_In_4-L_Met_LC_HILIC_Neg (F55)
267.07372999999995,3.555,Inosine,S-Ribosyl-L-homocysteine,0.0039300000000821456,Match with Mass and RT only,C10 H12 N4 O5,128456.7794,130783.6531,255718.9919,286607.9218,236195.5713,1586060.764,347211.7493,1400202.926,676012.4297,286375.4334,474388.7087,73889.80602,12047.55388,130582.1188,176653.7385,270675.8253,354923.4789,139240.9366,172175.7394,122466.1571,1145269.045,1266243.8909999998,477378.1114
347.03821,5.327999999999999,Inosine 5'-monophosphate (IMP),IMP C10H11N4O8P,0.0023400000000037835,Match with Mass and RT only,C10 H13 N4 O8 P,1071317.679,1201472.009,303218.4351,156876.6332,373180.1452,286402.0264,252961.1115,560552.7548,336245.3936,126705.5236,193180.9986,1255188.275,8530.634223000001,1467593.625,241536.97699999998,266533.9246,447173.6902,283069.6233,186747.0186,183947.9145,274664.7451,329140.2953,214609.2018
245.09325,3.298,N-Acetyl-D-Tryptophan,Uridine,0.01571000000001277,Match with Mass and RT only,C13 H14 N2 O3,212520.7131,164046.6488,18726.3778,16313.302419999998,16044.497459999999,328371.4097,72327.42567000001,128108.7138,270015.7703,603830.757,433908.2991,15427.81175,12143.45692,15472.36832,741011.2518,1516892.621,1406358.9840000002,64377.5625,35941.0939,48027.180239999994,1328164.549,1114803.95,1011843.265
375.12984,3.656,Riboflavin (Vit B2),Riboflavin C17H20N4O6,0.0011700000000018917,Match with Mass and RT only,C17 H20 N4 O6,16135.27615,15757.580409999999,45235.54628,37438.51273,15322.731719999998,401302.7106,215926.5782,346655.1073,387626.7938,15026.333669999998,397341.0448,14209.19064,12333.52096,15735.127169999998,62529.10732,18821.54774,14995.0412,14903.11536,14580.497959999999,14349.113130000002,47033.691119999996,56360.44326,38016.91173
341.10742,5.855,Sugars-Disaccharides,Laminaribiose,1.0087900000000332,Match with Mass and RT only,C12 H22 O11,300228.9507,543466.2196,1885315.6930000002,810897.3076,849134.8061,1073476.894,890080.4654,1177206.299,2615561.699,1838358.0280000002,1952514.6469999999,693592.8869,13685.1705,593718.3670000001,181440.7762,462698.1064,414701.2938,314089.2656,209936.6423,133256.9212,394015.9004,743559.661,1162558.478
259.02259,5.635,Sugars-Hexoses-Phosphate,Alpha-D-glucose 6 phosphate,0.0005800000000135697,Match with Mass and RT only,C6 H13 O9 P,2323090.663,4009826.5,5313032.591,5180942.319,4516974.007,3615998.934,4968743.748,4057591.514,4387741.391,7079922.7360000005,4325430.973,9395600.383,8834.411215,12671237.05,2968294.238,2025865.0890000002,1493456.554,1913595.1430000002,1864140.061,1218906.846,3377576.902,4130251.1,3581832.5530000003
259.02254,5.825,Sugars-Hexoses-Phosphate,Alpha-D-glucose 6 phosphate,0.0006300000000010186,Match with Mass and RT only,C6 H13 O9 P,303717.4591,570193.3437,2551692.767,2338975.64,1727457.165,495163.0877,917648.7061,760445.2971,708804.3433,665496.1198,1048994.397,1757233.804,18164.34691,2442143.683,732993.3663,627640.8245,780190.0582,470273.0069,411446.4022,338499.9933,624614.1263,890309.3763,708922.7973
115.07597,1.3119999999999998,"Trans-Cyclohexane-1,2-diol",Hexanoate (n-C6:0),0.00047999999999603915,Match with Mass and RT only,C6 H12 O2,461051.3371,703889.1621,1241700.749,3283830.1789999995,3175446.75,1624601.689,1216466.523,929894.1913,1657389.35,1443413.852,3940075.6089999997,264431.9912,484497.7633,1479997.364,2241384.5609999998,1679144.4409999999,5376246.592999999,698289.8791,339335.74,421765.9112,1037846.863,1102472.501,1372368.84
565.04555,5.396,UDP-monosaccharide,UDPgalactose,0.002920000000017353,Match with Mass and RT only,C15 H24 N2 O17 P2,1486270.81,1667861.071,3689137.355,4795639.447,3714368.94,4741946.442,3415464.59,4629368.296,4059218.151,2607641.207,2979478.385,5275603.26,9325.809301000001,4137213.5110000004,4467848.683999999,4857218.9969999995,4774019.251,1783731.176,1483652.541,1018739.885,2338626.919,2720757.88,1672362.071
606.07237,5.244,Uridine 5'-diphospho-N-acetylgalactosamine,UDP-N-acetyl-D-mannosamine,0.0026500000001306034,Match with Mass and RT only,C17 H27 N3 O17 P2,2682972.344,2173715.011,3539415.348,2828526.881,2363924.631,1509775.445,2167609.278,1167327.442,1759499.45,1470953.751,1017235.709,885609.9833,5921.5502719999995,1670334.705,1307787.008,1059364.23,985419.682,960096.8098,726326.0725,749759.0235,1220177.1909999999,1779049.448,1056927.457
365.23512999999997,0.608,Urocortisol,Orotidine 5'-phosphate,0.23125999999996338,Match with Mass and RT only,C21 H34 O5,137417.6891,91401.80298,140408.1592,193172.9438,103318.4275,51154.606289999996,70756.45555,55048.19791,59944.272039999996,47901.98728,267565.7689,109411.0518,9623.066705,63955.98747000001,70777.86475,223655.7703,101342.1337,130813.1259,84333.46457000001,63655.6303,48210.15394,141249.7176,108229.5342
176.05584,4.861000000000001,"(2S,4S)-4-Amino-2-hydroxy-2-methylpentanedioic acid",Allantoate,0.0005599999999787997,Not in Internal DB. MS/MS match only;Potential ID,C6 H11 N O5,53976.48507,75495.20561,81402.3918,59796.316360000004,72164.31977999999,335137.1138,84093.55544,164209.2618,406158.8268,339372.346,294978.0824,629499.5946,8703.86956,587148.9306,754183.7855,833171.1395,881775.1669,1334052.4840000002,1171422.328,1025646.675,219160.7241,301947.9181,301186.2146
253.21742999999998,0.927,16-Hydroxyhexadecanoic acid,Hexadecenoate (n-C16:1),0.00012999999998442036,Not in Internal DB. MS/MS match only;Potential ID,C16 H32 O3,1262807.707,1260185.898,6365855.605,1670246.82,1333449.24,26172321.76,9453203.261,54975314.82,27735736.78,12167994.04,29576039.14,49268549.0,1279181.106,57738507.23,8340159.746,18068287.39,18868823.51,11238353.42,9161000.963,13039016.15,14552205.99,10096640.9,13320482.3
175.06052,4.843999999999999,"2,3-Dimethyl-3-hydroxyglutaric acid",3-Carboxy-3-hydroxy-4-methylpentanoate,0.0014000000000180535,Not in Internal DB. MS/MS match only;Potential ID,C7 H12 O5,2906392.4839999997,2350917.864,1823707.0159999998,2008316.716,1532910.301,252577.5724,644877.568,237667.0955,206172.182,214814.5851,223966.9362,670569.5175,124011.2886,749691.8544,198648.4921,248947.1916,168615.0347,1509519.4340000001,197928.6805,123997.8772,170159.8247,256319.9739,302931.4078
147.01153,2.597,2-Keto-4-methylthiobutyric acid,2-keto-4-methylthiobutyrate,0.0006099999999946704,Not in Internal DB. MS/MS match only;Potential ID,C5 H8 O3 S,807306.1896,1129375.356,4096503.466,4804902.106000001,5501234.835,434821.0022,329980.8451,495377.7066,7966039.5879999995,5433122.2360000005,6668902.619,2194921.5719999997,34583.11685,2410350.9669999997,593256.6195,501128.9781,483792.1697,601415.3652,286687.3334,397103.4365,736305.1943,554212.4398,588169.3167
101.02398000000001,4.791,2-Ketobutyric acid,2-Oxobutanoate,0.0004399999999833426,Not in Internal DB. MS/MS match only;Potential ID,C4 H6 O3,28521219.24,29073039.05,24880865.61,24615229.92,25678863.56,22386871.28,23625181.9,20398619.36,19820441.97,15716700.89,16256355.26,28436105.47,3015905.224,27846048.29,20980901.03,29005764.9,29121833.1,27202453.63,27463383.9,25876389.75,15825911.01,15929441.9,17305540.7
175.0606,4.093,3-Isopropylmalic acid,3-Carboxy-3-hydroxy-4-methylpentanoate,0.001320000000021082,Not in Internal DB. MS/MS match only;Potential ID,C7 H12 O5,7627585.772999999,7808971.808999999,7735814.93,7969986.716,7062983.568,2227682.499,3997512.692,1238462.494,873553.7524,905663.8312,1016772.625,4083371.7389999996,31704.40199,4272431.017,1267319.412,1074140.9009999998,773385.5906,781711.1282,736753.8877,541525.103,693919.5226,923984.2834,894643.0998
269.21249,0.955,3-oxopalmitic acid,Inosine,0.12371999999999161,Not in Internal DB. MS/MS match only;Potential ID,C16 H30 O3,190130.3559,54181.36335,286475.99,275319.4681,53022.67922,1892025.824,658516.543,1747166.534,1515294.1609999998,1355829.2480000001,1790613.177,1335038.87,186432.3835,952623.3152,747805.2717,1418671.3480000002,1333905.08,1349839.7759999998,983833.3727,612710.1617,908214.5297,881454.9858,983329.0394
93.04539,5.032,4-Aminopyridine,Glycerol,0.009950000000003456,Not in Internal DB. MS/MS match only;Potential ID,C5 H6 N2,5025757.931,5866991.951,5397863.528,5879431.024,5175232.423,2732436.527,2726574.0330000003,3043863.335,3734920.146,2851015.497,3340631.3039999995,1401094.572,12247.03696,1295093.765,3826437.238,3855512.567,3531625.395,1980136.2780000002,2049164.096,1659828.968,2702704.442,3156913.555,2885965.455
325.18321000000003,0.643,4-Dodecylbenzenesulfonic acid,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate,0.1256100000000515,Not in Internal DB. MS/MS match only;Potential ID,C18 H30 O3 S,28764656.37,27890870.73,37469651.03,33745663.98,94250721.37,19688494.45,27230510.54,15595995.91,15822410.04,20204405.52,29619532.95,27485456.89,61779779.08,16617142.5,16766352.05,30415922.15,10417007.77,22823775.5,23671278.79,31120777.87,14525107.31,30850254.52,30716760.06
116.07121000000001,5.124,5-Aminovaleric acid,D-Proline,0.00011999999999545707,Not in Internal DB. MS/MS match only;Potential ID,C5 H11 N O2,448048.4076,1472583.4409999999,833435.9208,833099.8078,496224.8682,3433400.9760000003,2851717.5069999998,3662763.458,2656492.7430000002,2791003.77,2940480.478,98337.98498,67613.46703,153510.5643,946260.5854,970525.6146,1101633.894,362975.7211,418595.2061,466935.5098,2720701.835,3513771.068,2629868.419
159.10201999999998,1.065,8-Hydroxyoctanoic acid,Indole 3 acetaldehyde C10H9NO,0.03360999999998171,Not in Internal DB. MS/MS match only;Potential ID,C8 H16 O3,2023142.9,2007569.343,1430651.833,1809092.457,1515933.3909999998,1696433.199,1286052.486,1781284.7619999999,2384191.7709999997,1578143.614,2544487.575,1610211.861,97595.61003,2002899.7,2181009.08,2549915.039,2943329.66,2153462.4669999997,2132615.82,1271307.4440000001,2174163.63,2550822.175,1514178.659
159.02926000000002,4.622,Beta-Ketoadipic acid,3-Oxoadipate,0.0013599999999769352,Not in Internal DB. MS/MS match only;Potential ID,C6 H8 O5,1377384.562,1026128.093,2396382.653,1996089.408,1624759.635,18189145.57,17687377.7,2393673.514,12311286.47,1642620.044,2197851.13,1144564.005,12892.59548,641487.9465,4932096.469,5393671.247,5843441.406,3100227.088,3319318.1789999995,2823106.501,1510310.44,1518781.189,1752262.436
241.12337999999997,1.021,Bisphenol B,"2,3-dihydroxybenzoylserine",0.06473999999997204,Not in Internal DB. MS/MS match only;Potential ID,C16 H18 O2,2707247.994,3179540.313,1979773.405,2125478.0,2981246.13,50461.6491,42605.59867,31770.56261,37064.3384,25885.06752,26684.708440000002,30020.67568,17654.32432,34492.37651,39129.01137,30656.388310000002,38668.49298,36917.474330000005,36347.79898,29733.39177,24015.44913,36427.57188,29504.48322
276.98815,4.904,Carbohydrate Phosphate,S-(2-Methylpropanoyl)-dihydrolipoamide,0.12887000000000626,Potential ID ;MS2 available,C5 H12 O9 P2,3637073.005,3679154.3060000003,1773558.5280000002,1730490.21,875486.1429999999,1959704.356,3826775.397,2069497.207,1044827.1379999999,1506218.639,1768123.5769999998,1258536.736,5263.561346,1196133.818,869949.2021,1016948.656,816150.7373,1624843.596,1361753.4540000001,1044042.6009999999,3052362.423,1645969.946,3097257.615
159.07668999999999,5.126,Daminozide,Indole 3 acetaldehyde C10H9NO,0.008279999999984966,Not in Internal DB. MS/MS match only;Potential ID,C6 H12 N2 O3,7770129.58,8244490.351,13513798.28,14267067.61,12905414.17,15397650.26,14568239.23,13446382.49,13794362.92,10015213.77,11638811.51,5176235.655,12782.46729,4936698.488,6148108.93,6578079.283,6207451.461,4766407.093,4940094.429,3466474.139,10313837.95,11245444.91,9974931.837000001
131.08205,7.147,DL-Ornithine, R  2 Oxo 3 methylpentanoate C6H9O3,0.011060000000014725,Potential ID ;MS2 available,C5 H12 N2 O2,326335.6531,293805.7915,659409.4662,663834.1473,327492.7697,297086.4613,151767.7166,316519.2867,1187062.868,2645438.76,2373530.1380000003,333095.2149,15154.376890000001,194921.8211,900968.6282,828201.1983,753488.5892,467722.0664,308820.6538,220836.2536,1913434.499,2627727.203,1572801.5159999998
112.03998,3.947,DL-Propargylglycine,1-Pyrroline-5-carboxylate,0.00042000000000541604,Not in Internal DB. MS/MS match only;Potential ID,C5 H7 N O2,2861664.896,2981018.39,2733167.565,3265047.9,2194436.254,13102791.46,11401404.78,10783612.83,23068218.88,17099479.03,18103244.24,1437151.145,48859.231830000004,1302647.222,9913482.124,11593145.03,10906104.02,3119163.784,3360322.986,2922578.772,14171615.25,14859406.58,12114196.78
167.99661,4.888999999999999,furoic acid,L-Cysteate,0.0006099999999946704,Not in Internal DB. MS/MS match only;Potential ID,C3 H7 N O5 S,2183122.2909999997,2623265.991,1648624.2769999998,1842411.664,1389867.6090000002,2872186.7010000004,2592435.891,2196871.627,6079919.8,3579525.541,3547432.8460000004,1877778.4019999998,20471.394669999998,2265019.817,2785870.296,1731606.366,1871243.631,18868260.8,17361023.18,10323216.39,4927819.633,4566325.194,4682309.166999999
115.03956000000001,3.822,Methyl acetoacetic acid,3-Methyl-2-oxobutanoate,0.0005099999999913507,Potential ID ;MS2 available,C5 H8 O3,1441359.255,1895548.876,5105964.779,4120818.4960000003,3875545.1960000005,3138437.16,3216699.2410000004,3236592.622,2402774.2819999997,2099506.483,2026008.769,670204.9397,617773.7662,705006.1841,1136343.36,1127258.685,1239360.174,806115.8228,888908.6159999999,893700.0158,2324156.14,2339870.181,2122910.181
101.02399,4.075,Methylmalonic acid semialdehyde,2-Oxobutanoate,0.0004299999999943793,Not in Internal DB. MS/MS match only;Potential ID,C4 H6 O3,26309693.35,24717512.34,24064461.88,20832636.98,25821740.6,19567550.58,23014566.28,20181316.52,17478558.36,14440937.93,13810942.92,20429165.39,1783090.803,18271547.57,18476011.2,23026394.58,23549124.08,22536734.32,20391151.14,22240923.08,15863069.97,13601459.83,15740971.88
173.09235,5.015,N-Acetyl-DL-ornithine,L-Prolinylglycine,0.00043999999999755346,Not in Internal DB. MS/MS match only;Potential ID,C7 H14 N2 O3,1762857.1609999998,1121426.6609999998,4105135.425,3685717.733,3880208.8589999997,216591.3175,88159.80300000001,190719.8216,371850.4325,322512.9608,317164.769,361192.2383,10875.78047,403673.9069,203729.1759,141894.6433,156258.9324,372899.6728,402611.2976,307482.00800000003,176378.7068,339381.4138,174524.6468
174.04008000000002,4.975,N-Formyl-DL-glutamic acid,N-Carbamoyl-L-aspartate,0.011310000000008813,Not in Internal DB. MS/MS match only;Potential ID,C6 H9 N O5,10284094.2,10057929.1,7869800.183999999,5752769.925,6834614.4629999995,2314575.566,2017762.041,2108168.591,2028148.4719999998,1769695.125,1365732.7759999998,1449764.051,124531.9828,1316655.07,1070039.742,1304455.5459999999,1742829.917,1898097.791,1569410.0159999998,1547888.1169999999,1911566.885,1987667.27,1321937.659
159.07688000000002,4.574,N-Methylglutamine,Indole 3 acetaldehyde C10H9NO,0.008470000000016853,Not in Internal DB. MS/MS match only;Potential ID,C6 H12 N2 O3,3177621.534,3425111.67,10426806.62,12456074.8,7405196.041,3703652.389,3320766.0330000003,1149360.227,12322934.01,14462089.01,18315531.24,3912282.591,18899.33514,3584256.2430000002,6876801.655,9839271.307,8285587.348999999,4057331.4060000004,3553405.955,2427395.3340000003,10323659.1,10389687.16,6925804.154
157.12272,0.965,Nonanoic acid,Nonanoate C9H17O2,0.0006800000000168893,Not in Internal DB. MS/MS match only;Potential ID,C9 H18 O2,2950386.543,3294390.3589999997,4933929.9969999995,4670121.94,4091594.168,6974404.424,4819128.851,6296721.795,7359329.656,4968162.05,7517340.476,5092356.344,1529212.4009999998,3980951.3789999997,2691597.727,6588644.339,3065388.8439999996,957391.7418,1939960.826,1590665.362,7233510.142000001,10962942.56,5318632.523
289.10402999999997,4.753,N-Succinyl-L-diaminopimelic acid,"N-Succinyl-LL-2,6-diaminoheptanedioate",1.0071799999999484,Not in Internal DB. MS/MS match only;Potential ID,C11 H18 N2 O7,2940264.472,2984645.0689999997,3232765.4689999996,3273174.9689999996,2599182.831,2335390.258,1791384.3080000002,2275481.4669999997,1930030.802,1065968.197,1459960.4409999999,3556794.068,7286.813896,4735136.4969999995,3264109.2460000003,4161653.7819999997,4683442.048,2389265.363,3104481.453,2604377.799,1851907.811,1380992.0590000001,1437274.5219999999
151.02548000000002,3.641,Oxypurinol,2-Hydroxyphenylacetate,0.014589999999969905,Not in Internal DB. MS/MS match only;Potential ID,C5 H4 N4 O2,2166768.67,2394830.012,1335683.531,1048426.1140000001,1176087.061,1053244.549,1356033.864,1213912.442,579309.2006,663375.5418,717497.5918,16565.989719999998,13464.24575,17177.70779,585053.0208,321449.1,584074.5954,373146.4222,176476.4745,262803.007,628391.6502,1077422.7140000002,743977.9152
154.97447,5.4239999999999995,Phosphoglycolic acid,Orotate C5H3N2O4,0.03535999999999717,Not in Internal DB. MS/MS match only;Potential ID,C2 H5 O6 P,12408912.1,12336485.39,11428729.24,10455315.06,13758560.62,15786515.91,12920397.57,10177415.86,13695265.96,9988903.676,6395593.498,9764402.72,330202.3123,7449484.863,4217857.367,1533861.259,7464298.3,3893590.887,1491088.5369999998,3084274.683,1256918.664,6560826.822000001,1043367.003
159.06563,4.552,Pimelic acid,Pimelate,0.0013800000000117052,Potential ID ;MS2 available,C7 H12 O4,1703369.804,1593137.889,1308371.701,1200568.443,1075573.798,639944.0873,431183.11600000004,603259.8096,876002.5497,700110.5609,556620.6845,1037876.873,66741.50907999999,972679.6616,617678.8299,551249.5099,729788.8164,671688.6469,661671.5176,430570.2614,655655.4291,1043140.525,660373.1957
177.0398,4.956,Possible Carbohydrate,2-Dehydro-3-deoxy-D-gluconate,0.0006599999999821193,Potential ID ;MS2 available,C6 H10 O6,119552.7526,138077.1502,2843249.588,1678877.632,1401089.017,3324517.9689999996,1513890.2680000002,4801969.852,1521900.082,1819172.185,5964870.025,200246.5751,9461.748986,83596.61021,35571.215639999995,142912.8761,189975.2252,162129.2163,103198.9261,146552.5746,2143086.514,3238490.978,2373459.91
177.03987,4.881,Possible Carbohydrate,2-Dehydro-3-deoxy-D-gluconate,0.0005899999999883221,MS2 available,C6 H10 O6,817182.5,909336.0493,2843249.588,3760424.808,3015758.723,5967272.924,5188035.777,4818868.718,6740089.525,5444846.424,5964870.025,200246.5751,7446.990314,171444.0698,35571.215639999995,174851.5651,174089.107,171934.6059,177244.9614,146552.5746,8672092.552000001,10424245.48,7835842.915
387.11362,5.433,Possible Carbohydrate (disaccharide),Chsterol c,0.2492499999999609,Not in Internal DB. MS/MS match only;Potential ID,C12 H22 O11,11129700.81,12261519.53,17251806.13,19587295.08,14952566.97,17696887.99,10920320.43,13707341.1,19495908.9,16648882.69,16767601.19,6932483.546,9360.519783,4756050.308999999,8106587.794,6718979.98,5966168.993,3771309.228,4397572.098,2942482.57,9804938.261,15257659.99,9534721.428
267.23311,0.92,Possible Lipid,Adenosine,0.13636000000002468,Not in Internal DB. MS/MS match only,C17 H32 O2,447139.4949,418447.8982,955195.7031,107903.2057,1903407.5119999999,15840892.4,20892061.17,34893230.89,22975650.48,17902414.16,20617225.18,90528633.2,234766.8382,52474544.85,34835810.86,24834791.24,49274392.53,49300439.53,22802155.78,25452972.31,9410710.402,15750753.06,10383645.72
253.21745,1.131,Possible Lipid (C16),Hexadecenoate (n-C16:1),0.00015000000001919034,,C16 H30 O2,6308829.449,1497116.456,6365855.605,1028206.037,1470698.003,38761140.12,11193232.43,54975314.82,8413240.582,7110060.765,29576039.14,49268549.0,4589512.8889999995,4026445.4239999996,10263445.29,10214872.67,18868823.51,11222251.87,8763434.468,8549688.471,14552205.99,10096640.9,13320482.3
274.10483999999997,5.2829999999999995,Possible Peptide,"1,6-anhydrous-N-Acetylmuramate",0.011609999999961929,Potential ID ;MS2 available,C10 H17 N3 O6,16699383.52,18420312.87,11201952.31,9882293.705,8185493.767999999,12467088.2,9714184.372000001,11260161.39,1381369.105,1192350.199,927140.1638,6675366.409,10534.62044,6245410.2,9298312.217,9413044.632000001,10075581.18,11568847.1,8992058.795,8064961.109,7529807.444,8975620.274,7177769.717999999
259.13007999999996,4.785,Possible peptide (Glu-Leu),D-Glucosamine 1-phosphate,0.08364999999997735,Not in Internal DB. MS/MS match only;Potential ID,C11 H20 N2 O5,4029599.6969999997,4286645.409,11144352.26,12481618.32,7929673.607999999,5220148.218,1462285.761,2719043.961,12075430.73,9105112.107,7699194.051,4293510.561000001,6888.607204000001,3698309.2810000004,11773565.86,13149054.63,11355584.19,4851906.127,5775667.697000001,3344716.153,9302644.24,20703884.61,9759938.294
101.02398000000001,4.078,Potential Carbohydrate,2-Oxobutanoate,0.0004399999999833426,Potential ID ;MS2 available,,26309693.35,24717512.34,24064461.88,20832636.98,25821740.6,19567550.58,23014566.28,20181316.52,17478558.36,14440937.93,13810942.92,20429165.39,2478306.1459999997,18271547.57,18476011.2,23026394.58,23549124.08,22536734.32,20391151.14,22240923.08,15863069.97,13601459.83,15740971.88
351.21951,0.575,Prostaglandin F3α,2 5 Diamino 6 hydroxy 4  5  phosphoribosylamino  pyrimidine C9H14N5O8P,0.16041000000001304,Not in Internal DB. MS/MS match only;Potential ID,C20 H32 O5,2308272.551,1385538.1819999998,1667818.9019999998,1684154.28,1138906.748,1187788.279,1181414.893,1300713.9009999998,1330417.5659999999,672343.3775,1199441.871,1519100.8,929894.4731,751535.6028,1097691.357,1561521.76,1412855.0119999999,1497028.6269999999,1315061.777,1938288.052,1075786.152,739193.8334,1419130.56
547.07528,5.016,Sugar Phosphate,Xylotetraose,0.8956799999999703,Potential ID ;MS2 available,C16 H26 N2 O15 P2,1389629.159,1958615.0569999998,1007151.0229999999,1280992.9270000001,1466682.303,1094235.128,1211251.376,1393201.6269999999,863541.459,1015149.123,984262.3631,1008094.932,6711.6087290000005,1410649.251,982799.339,725857.4524,1317717.38,490985.2676,698606.4173,325923.4688,379167.2326,382031.7102,814395.2658
226.08321,4.36,Torcitabine,Porphobilinogen,0.012869999999992388,Not in Internal DB. MS/MS match only;Potential ID,C9 H13 N3 O4,2230202.307,2043396.354,1030451.047,959699.6921,894559.5549,1194428.862,1164628.189,1178959.03,85510.21766000001,116868.6558,80181.22559,552426.384,8684.309683,406048.1117,661346.7352,967612.4603,762320.3149,1357453.81,957086.1004,1125319.355,685044.0549,693834.0946,669904.6158
173.00857,4.8919999999999995,TRANS-ACONITATE,Shikimate,0.03697999999999979,Potential ID ;MS2 available,C6 H6 O6,933453.9037,985596.8922,878331.694,1154921.6940000001,1108955.203,1359409.9619999998,920789.2679999999,1373288.741,1568432.9430000002,1330131.206,1432252.0780000002,792893.1819,204825.4084,1034174.5190000001,454012.7994,748559.5009,1303004.939,627338.8268,707078.7762,689182.7649,1084001.305,1013962.0229999999,1123619.723
133.05007,2.524,"2,2-Bis(hydroxymethyl)propionic acid","(R)-2,3-Dihydroxy-3-methylbutanoate",0.0005600000000072214,Not in Internal DB. MS/MS available but no DB to match. MS/MS makes sense for this metabolite,C5 H10 O4,806369360.9,869960050.4,119555031.2,105135166.7,121738031.9,15176702.27,20183835.86,9459488.156,14888423.46,9009526.008,10231328.42,25540929.06,153390.7726,19533045.03,14741631.73,14517367.5,12556683.93,11544464.77,8603789.509,6871415.607000001,9335861.086000001,12407600.39,9644965.805
159.02924,4.561,2-formylglutaric acid,3-Oxoadipate,0.0013800000000117052,Not in Internal DB. MS/MS available but no DB to match. MS/MS makes sense for this metabolite,C6 H8 O5,1377384.562,486591.5169,2396382.653,1996089.408,1624759.635,2478203.9590000003,2849821.381,2588008.892,2484517.72,1630006.517,2284463.07,388795.4319,8032.069431,641487.9465,1145132.545,1219207.443,1244230.09,701038.5632,718287.3643,747828.9898,1557928.178,1770921.0680000002,1731754.5559999999
111.01959,1.9569999999999999,4-Carboxypyrazole,"2,5-Dihydroxypyridine",0.012440000000012219,Not in Internal DB. MS/MS available but no DB to match. MS/MS makes sense for this metabolite,C4 H4 N2 O2,72850626.45,48828552.34,60462871.89,71380842.25,69099902.69,108641768.6,82147617.9,117729459.8,110532790.1,96014689.29,112843165.3,6742491.775,17555103.79,11890718.65,74495208.27,75253418.24,84033647.95,57063910.91,49654004.95,46197910.3,86659990.79,110568386.0,91105234.51
82.95387,1.062,Chloric acid,Sulfite,1.987960000000001,Not in Internal DB. MS/MS available but no DB to match. MS/MS makes sense for this metabolite,H Cl O3,1132176.592,1191824.885,2081321.305,1009416.926,1039124.651,1378731.507,978265.2496,1228159.46,1164054.5459999999,913001.8019,918769.8151,802799.3729,11605.61866,857467.3024,1108384.815,1090122.814,1091268.8059999999,1048550.0759999999,1473755.605,876565.0032,651615.8238,1483249.5680000002,937283.7216
110.97542,1.061,Hydroxymethanesulfonic acid,"2,5-Dihydroxypyridine",0.056610000000006266,Not in Internal DB. MS/MS available but no DB to match. MS/MS makes sense for this metabolite,C H4 O4 S,24215466.52,12520577.94,34988332.52,7577796.63,8076787.181,6860059.65,5229973.423,5408858.78,6598064.856000001,6553215.869,5433659.221,3285055.4489999996,886688.1192,3995218.353,6632879.951,5023742.382,7660242.232999999,3749718.912,3344629.059,3178754.256,4308773.896000001,6591112.438999999,6052166.285
132.02964,5.106,Iminodiacetic acid,4-Hydroxy-2-oxopentanoate,0.013340000000027885,Not in Internal DB. MS/MS available but no DB to match. MS/MS makes sense for this metabolite,C4 H7 N O4,151987916.3,143684096.9,101839806.2,71961991.44,70395158.14,431731853.5,213504034.9,428502370.1,147965589.1,537872324.1,483028669.1,83273719.55,66747.02897,84764993.86,96367125.6,101371318.6,95979117.15,262747358.4,202223402.5,192044648.1,414679864.2,580286762.5,380081275.2
110.97546000000001,0.802,Methyl bisulfate,"2,5-Dihydroxypyridine",0.05656999999999357,Not in Internal DB. MS/MS available but no DB to match. MS/MS makes sense for this metabolite,C H4 O4 S,7369765.671,2220089.33,6529987.384,1763625.4919999999,2822820.06,1372019.164,1367011.366,975209.2626,1604323.289,2184881.605,1524495.116,3920455.232,1290413.148,694258.8392,1387533.271,3091969.854,3730206.195,1614800.628,1544935.9009999998,1585360.489,2075958.7680000002,1272112.65,2109607.277
