m/z,RT [min],Name,Tags,Foston_In_1-A_Met_LC_HILIC_Neg (F32),Foston_In_1-B_Met_LC_HILIC_Neg (F33),Foston_In_1-C_Met_LC_HILIC_Neg (F34),Foston_In_1-D_Met_LC_HILIC_Neg (F35),Foston_In_1-E_Met_LC_HILIC_Neg (F36),Foston_In_1-F_Met_LC_HILIC_Neg (F37),Foston_In_1-G_Met_LC_HILIC_Neg (F38),Foston_In_1-H_Met_LC_HILIC_Neg (F39),Foston_In_1-I_Met_LC_HILIC_Neg (F40),Foston_In_1-J_Met_LC_HILIC_Neg (F41),Foston_In_1-K_Met_LC_HILIC_Neg (F42),Foston_In_1-L_Met_LC_HILIC_Neg (F43),Foston_In_4-A_Met_LC_HILIC_Neg (F44),Foston_In_4-B_Met_LC_HILIC_Neg (F45),Foston_In_4-C_Met_LC_HILIC_Neg (F46),Foston_In_4-D_Met_LC_HILIC_Neg (F47),Foston_In_4-E_Met_LC_HILIC_Neg (F48),Foston_In_4-F_Met_LC_HILIC_Neg (F49),Foston_In_4-G_Met_LC_HILIC_Neg (F50),Foston_In_4-H_Met_LC_HILIC_Neg (F51),Foston_In_4-I_Met_LC_HILIC_Neg (F52),Foston_In_4-J_Met_LC_HILIC_Neg (F53),Foston_In_4-K_Met_LC_HILIC_Neg (F54),Foston_In_4-L_Met_LC_HILIC_Neg (F55),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.0296,4.095,,MS2 available,78674416.57,80153139.21,77541046.48,24071163.24,14660315.23,19685682.71,48056951.54,67362191.7,60141719.95,4290259.89,4067771.073,3706430.438,46893624.37,40448.72549,42397265.29,29128996.64,32746942.02,25107863.57,46767590.08,44888492.54,42243309.65,25627424.1,22395986.32,28243333.65,24254.279,15324.86963,24551.02812,69497.09668,2580466.193,3484189.629,2324516.704,3191363.257,2546524.313,14274.36172,1485366.955,25025.23156,14944.87845,29197241.5,4043012.266,20883.35864,19444.02794,26103.99917,23700.37649,5566971.705,489871.0016,24217.42122,533957.4084,305567.7507,805651.174,128230.798,15027.28836,16563.94332,4789724.097,18602.63266,20946.255,15931.87811,19530.30452,24797.53544,734962.6658,1110474.458,3756396.438,3747608.042,2772406.539,14837.41745,25455.2853,21565.12618,25914.18005,25097.37605,24651.94831,25239.45837,220225.0605,151993.7596,62527.39728,1617707.222,649415.1746,4866275.256,14997.75313
346.05421,5.073,,MS2 available,6645411.741,5525763.729,7189217.619,6927881.578,5976209.671,7581487.567,10813647.99,13145829.16,12825902.87,10208677.8,8448588.881,11992379.69,8109169.831,8722.158322,11282535.38,5298207.851,5254415.811,7200341.842,4296634.401,2946987.793,2864327.897,7162125.328,9333382.002,10392924.5,18063.29403,164526.9104,236077.8826,1905372.484,1210914.408,1014698.32,1757053.767,211420.9854,113701.9847,16317.31097,16768.90956,586238.4646,164069.0336,1284476.431,732121.1001,276920.9966,207458.5062,1370179.072,18105.41597,538451.3959,133117.0437,1630327.808,2237886.961,42539.34393,27919.24403,16842.68463,21846.69097,16420.08553,16380.54596,16895.26156,16489.76573,16245.83138,16176.95452,190134.7615,17688.92386,1233091.443,16179.46506,16870.86515,16620.7111,16327.08045,172653.8517,16858.99182,19286.11701,1109058.997,304571.8434,513726.6217,1615012.3,2155775.341,1810050.154,17352.76829,15848.66445,17752.49248,16642.62653
519.05304,5.723,,MS2 available,1476353.339,1007136.518,1478833.058,1453903.447,1455337.223,1457171.567,5001288.992,7892441.324,7125827.33,5259764.476,7137375.692,6772039.185,1090840.404,7295.755,1103803.573,1502868.959,1373908.304,1358649.848,1422025.23,1165120.538,1604614.219,10436580.58,9893325.844,8957168.043,14377.28804,13693.42024,13928.55453,15711.88623,15741.48766,14471.94703,16821.31476,14184.27864,16858.04026,12663.68271,13592.10187,17481.54832,13373.35649,135764.7288,16794.79245,15701.69423,14972.13751,887706.5215,13293.28039,195599.7291,87358.0763,17324.79796,75368.64046,14373.45484,276248.3247,127747.6696,14494.33659,15014.61021,1736828.574,13812.34336,236990.586,14488.41732,193321.4548,4778127.549,58484.23099,2104703.879,677093.668,66898.78655,142860.5055,14204.50631,2972370.455,17646.56417,1831308.881,14284811.83,3658603.382,3604511.071,746044.7446,19903.98236,4739090.095,1391671.845,303371.795,1511457.382,13018.38665
174.94642,5.501,,MS2 available,34292959.94,28681031.62,30348481.03,28894397.41,30399400.45,30200355.37,26180449.37,28379044.49,26615247.65,26977715.5,25555912.42,27149654.15,35051053.02,3328830.419,37504539.23,22607672.01,43868177.38,40621678.17,45842524.37,43713289.52,46160104.56,30194417.39,29105456.13,33681332.03,12542.49908,14828.61252,32253.85322,1905372.484,800205.1709,1099656.093,1498680.293,797994.6573,488799.2275,11098.94149,246093.4527,586238.4646,777347.514,1284476.431,695493.1716,154337.4863,288507.3591,985091.2339,12711.99664,371913.3126,197621.0562,529334.4982,1481009.683,97365.83847,411892.2175,11354.96555,15089.70214,11165.06678,11656.98533,11675.82751,71301.2571,11406.36339,142913.5243,143460.7068,11854.57803,658262.5943,11294.92865,11399.90981,11436.94857,11277.56933,252943.6624,12056.08388,13540.97885,1109058.997,222271.0333,675942.5805,1425413.214,1286541.529,2799082.308,11588.15886,11113.88928,11988.4788,11790.62927
139.00308,4.754,,MS2 available,14921.46498,12028.15677,9354.979182,1584711.556,937602.4517,1701923.265,2136447.912,10007037.33,10116245.01,191508.8475,381858.6063,311823.3673,8573.984554,6629.072703,27525.81381,36903.6098,17399.92056,9602.717933,8741.13853,9394.822039,8517.117986,1051660.892,682952.5181,735312.0734,25236.38656,1429514.531,2113362.317,836255.3565,3588733.764,25105.61945,3811576.519,1198182.667,3140738.423,17432.30743,18828.25052,6135462.178,19193.46221,31098.04473,3711970.248,2723371.342,2157032.095,1229430.87,63469.28554,432849.9923,1862409.148,4618700.254,3820638.812,19739.28277,19551.64421,277030.2995,18184.81186,19053.7186,79510.85914,19971.70886,339386.4715,18389.65696,405679.6573,1894467.15,872048.7136,3427315.024,18395.44708,18017.08768,18476.15979,16719.71026,29199.6828,2442858.842,30850.57039,24009.46574,24051.82359,303299.8162,6659117.483,4087174.713,11584452.2,1459090.113,32392.74318,1532229.781,18564.76911
97.0291,4.573,,MS2 available,85162.19659,69320.3207,58720.07982,400000.3564,338213.9871,263163.7245,2092897.619,309180.1535,6953963.929,283375.8524,11298382.26,2920052.797,42154.57749,9184.942042,61466.88698,189062.0376,61329.60454,146845.2279,38146.70394,37565.77322,51023.15114,14087749.55,14811131.03,16381061.26,15899.66366,16687.01467,15818.99208,19168.84205,19823.55371,19092.379,19065.61193,14630.5251,20812.37042,14118.78739,14362.84912,20417.38484,15033.21346,17455.39033,21123.63328,20490.03304,20001.72072,18147.31601,15275.39727,17139.35544,21354.36513,21547.77642,28562.095,17895.53826,19413.72727,16735.03267,15356.49019,18946.51173,16607.06039,17700.0276,16029.76222,16281.8979,15295.30466,23780.22331,24660.36281,20814.5439,15141.21515,14660.11308,14826.92232,15071.54243,1984043.945,21431.55956,781948.4773,1574018.733,1677529.269,744681.615,25913.84794,25593.615,25889.45999,15923.88248,14649.16042,17221.33196,14607.52395
716.5227,2.801,,MS2 available,7826543.925,7711762.619,7826000.938,2911845.738,2471674.749,1765417.152,4703459.769,5831954.555,5543539.954,3439610.848,3660007.063,3986853.526,3474937.802,32579.26968,6423702.945,4812904.729,6414041.54,5265862.553,11051540.42,6997690.349,7949559.416,4289289.48,3636918.228,4169024.343,8976396.975,11347145.16,9296393.884,10294223.95,11016515.02,10949151.27,15340696.97,10079750.68,12246230.85,3097605.004,6640788.455,13499392.02,12076936.67,7773010.598,11473321.6,13704375.81,12533376.36,15280021.19,5353618.762,7049805.727,5580249.371,12527933.15,7849046.458,12777400.57,3789442.473,5531584.459,7902499.875,8239658.038,12434383.32,10927470.87,17398056.01,16288710.26,17721900.38,9955960.421,8735835.347,10352056.79,6701893.273,5882832.529,6806466.075,4502398.844,14795543.6,15401668.86,17995591.72,15159127.9,14490519.28,14871473.81,12183058.77,9888498.897,17183112.79,6029433.706,7843695.867,10989849.9,11521897.11
129.05521,1.755,,MS2 available,51944623.68,44682816.19,46151689.58,52787736.13,37780355.2,57532943.73,74922600.33,34469826.04,60380639.9,57576522.26,78755367.04,79294891.83,33670661.44,5515452.535,28079157.26,44940485.26,43648366.5,36172545.28,51597337.48,48234993.75,40663499.55,124332774.4,146148291.2,123437052.4,17257.50497,16001.96879,16998.82421,14920.234,14365.71883,14532.94941,15042.62383,15275.53948,14772.76933,16930.06093,15089.96062,15631.96208,15860.3219,15812.9828,14572.44694,14572.02912,15398.91392,14889.94627,16793.21959,15155.24739,15058.30946,15916.15139,16086.10612,16230.50063,14930.91657,14071.40074,15102.79086,14649.00372,14678.05481,15447.43899,14206.28172,15912.03474,13541.49935,14532.99902,14738.15082,14727.24759,15696.44659,15526.3254,14972.02936,15265.32378,20295.95767,15629.5005,21617.58119,19845.3861,21797.38265,18649.54039,15259.56211,16325.3231,15856.30622,16176.43764,16029.5243,14448.23346,19787.64715
247.0935,5.157,,MS2 available,8861702.951,8127071.237,8810020.467,9239749.941,7913039.65,5529091.072,5154613.583,4339625.353,5297814.034,1949280.152,1703042.502,1680586.014,7857241.989,6900.229239,7237404.361,8470517.432,8809208.667,11558388.25,5502056.614,5188413.842,4172303.552,6758289.135,10889786.51,6952724.945,46695.24145,43431.39005,32774.04478,42876.17554,33408.46815,38593.00592,33585.64256,34655.31946,33311.2365,32477.10121,33911.16182,34857.01619,4731707.98,42907.94835,2417695.7,40200.71665,40510.85845,255310.779,1327617.062,34102.06822,33656.30449,35363.71263,35681.94882,35796.57838,34046.45811,34429.84845,34738.37865,33780.41358,34007.92213,34003.58692,33592.02721,33257.68079,32895.1188,34522.03244,35143.35633,1921024.274,33936.31683,33373.3793,34099.12309,33045.71529,67140.55132,38784.67731,66518.04175,50375.57991,47660.7844,46485.97165,36972.66604,986446.5092,35492.73292,35322.4976,55769.77496,35563.06263,36028.80885
714.50697,2.799,,MS2 available,811314.2298,479426.2291,843401.9647,4722494.083,4186669.158,5195205.324,412843.8082,408843.6594,515305.252,7699281.241,7766386.553,8445277.792,6370283.263,8871.117771,7308249.285,940138.7785,656055.1955,493752.1869,2569907.784,1498192.432,1616283.005,683086.8913,569139.4363,580331.685,278155309.9,2339675.358,19260.13327,25003.64839,19645.07483,25135.91301,20809.18701,20629.39132,229851.3514,17860.99514,2670889.661,20673.30926,19162.31424,239898.7587,20971.73824,22500.23596,419529.992,20173.35176,18644.9213,19212.4375,20392.67692,20649.18561,20851.73004,983507.6684,21336.77014,19917.27581,154856.4578,630095.0291,18624.25859,19574.17215,18750.08885,18371.8267,582984.1883,20730.56779,20129.79135,20505.23107,856071.0462,536105.8724,672298.7546,901880.7593,374678006.3,1175488.412,436311854.6,298872213.1,292642091.9,269138610,22382.26151,20600.05592,239253.5453,242244.8987,34984.45661,21418.40058,28226814.37
212.95703,5.73,,MS2 available,7803806.013,7067311.484,7288202.704,7245300.461,6759912.864,6929810.282,6721090.46,6943933.684,7214989.768,6580629.816,6558147.477,6738570.814,7528647.03,31719.19073,6973975.325,7283570.691,7226727.147,7312119.385,6963981.245,6646151.915,5959659.706,7299136.631,6987421.726,6746413.425,37517339.75,57239.9316,58410.46918,58329.58401,57349.63215,55398.77545,57424.97521,56075.55639,56514.98726,57545.53808,55708.74852,57961.02059,58361.35253,62699.88874,54706.34987,56503.39702,56059.12499,57002.67404,56032.84888,58232.56702,55393.56179,56961.05857,57641.84641,57049.06274,54857.87905,54894.10474,57999.10249,54316.44904,55362.72935,58031.58079,55661.81718,56764.06974,60372.5535,55827.96988,55171.65828,58174.51328,56417.51279,55575.09535,55613.95717,55744.5925,101982454.3,55718.99048,89947702.38,73678299.41,59399311.54,40190330.46,57819.12231,56990.77663,60786.58485,68404.9987,52528.79727,57067.60814,3764408.05
421.0748,5.616,,MS2 available,758016.7334,1128115.657,1622034.867,1999773.701,1507652.946,1314791.547,4340497.389,7135549.465,6744883.617,4231949.141,10119479.84,9801879.153,1417030.211,9640.197793,1948380.094,3113658.287,2389190.705,1987761.4,2058458.143,2553684.121,2035352.34,9075195.011,9520936.535,11419378.35,18194.47359,156122.1699,18672.45337,188465.3727,157997.7579,18736.37155,17912.85532,18785.56562,18606.74421,17968.07668,19784.80973,19673.29561,17884.21153,168776.2016,17410.09811,384615.5706,185368.0763,18503.80417,18408.14256,18640.5516,19401.86105,19424.86472,179356.1277,18688.9208,19845.28773,18696.62988,181304.7626,211900.312,18071.40424,18254.25748,18163.65409,174910.2985,18877.40925,18107.19522,19195.50341,18114.06321,18775.76454,18368.25677,18720.03524,19567.6128,17934.58668,17981.01486,18174.54801,19661.88995,19279.31828,21281.66224,18711.0837,19019.52523,19100.30904,18374.30544,19540.14036,17855.30472,164397.8681
142.05034,4.131,,MS2 available,705297.9449,1174966.061,3306924.385,1491534.042,520430.4932,3361589.923,11562423.89,8734410.1,11266479.62,10162194.05,10193045.72,10896281.27,2141849.831,1086726.065,3407727.025,9256763.778,8249353.104,6451260.415,4087491.407,4598038.935,3651739.744,10188772.47,12330207.32,10077732.89,12185.931,11732.79455,12112.63984,11465.35081,11886.81532,11613.51635,524602.4739,11867.68933,12251.91741,11240.30415,113246.5631,1365873.962,11950.9164,13750.26094,12263.49662,609845.5329,11722.98985,1029285.534,1133421.051,5180851.727,175095053.7,316821285.6,475674175.2,145501312.6,162954168.6,80481785.39,12180.61063,11709.84631,11087959.99,12185.01769,1742578.762,12094.5973,4930909.425,393602319.5,414286064.4,271918391.6,18370728.66,7735433.309,26146156.33,176948.2399,4415655.813,12106.53021,2017575.867,8995551.301,12014224.63,16448058.13,429749770.1,456204521.1,131522307.9,51561470.3,32857445.13,89162067.2,11962.96494
564.34213,0.796,,MS2 available,2187302.151,1526009.804,2098448.284,1534783.594,2978563.658,3423762.353,6383720.158,3141973.617,4769905.493,3985356.256,5643640.093,2956578.769,960568.8787,5320.600892,4434977.206,2143606.941,4705368.069,6186852.989,3582401.836,4588356.52,2744823.592,3197399.299,1300899.862,3014022.406,15368.98864,16130.06064,15291.0096,18529.05332,19161.913,18455.14234,118855.0639,14142.20948,20117.72648,13647.55178,13883.46758,19735.92413,14531.45751,16872.79061,20418.60048,19806.14759,19334.13342,380233.3638,853827.2472,4970166.729,110914559.7,219613757.9,561692307,125795940.8,177381438.9,102169563.6,14843.9444,18314.1436,8415761.748,17109.26274,712223.1187,15738.46524,2330396.272,323156474.5,385942619.3,257253323.3,12026864.56,8060672.486,26146156.33,14568.50719,4098084.167,20716.24925,2017575.867,8995551.301,8008246.388,8726662.203,372824426.6,394038609.3,57555211.84,56367385.93,12802542.92,94587209.05,14119.97602
702.50695,2.823,,MS2 available,3632660.34,4417986.812,5369885.613,9424677.62,11255224.36,11453786.45,4013256.422,5021913.455,5148743.856,3948029.359,4409692.756,7103557.516,5169003.9,19604.61427,5256450.803,3780973.638,3631283.723,3998700.675,9480696.04,6079998.733,7091925.531,3052484.739,2644197.89,3571952.118,14889.27539,15851.42867,11636.46236,14122.91167,11382.20039,15186.45283,12572.35959,12463.7318,12414.55629,10791.14016,11454.01079,12490.26586,11364.09806,14938.36577,12670.56874,11948.09106,12976.11822,12188.20478,185637.8214,518229.0509,431353.3367,1225996.42,1900439.66,2348328.114,2206911.188,1618759.296,10535.51313,11024.7034,650030.5398,11094.94518,11328.30702,11099.77105,11318.18768,2577872.975,1486906.605,676806.8304,1222638.47,832799.0781,1342750.047,10101.77032,771201.1049,199234.8393,697296.745,1061410.216,919316.5312,1256585.252,3012254.995,2870433.522,2920155.646,2720292.242,21136.68201,3874253.669,11002.17884
730.53843,2.791,,MS2 available,1872643.126,1828961.348,1943186.186,1385645.354,1307870.004,830211.1894,3241146.806,3526087.784,3746799.781,2297952.384,1370311.24,1963812.282,8870448.38,26018.16672,8310182.455,5085867.97,5405774.521,5333435.146,5373850.985,3582728.271,3815068.206,2510157.699,2638894.577,2641867.066,24141.73118,726432.6533,25401.97918,649596.6329,661193.7954,23957.07387,1024908.428,24646.25428,607973.7293,25292.33868,24485.03537,3291991.545,80439.93194,9693485.015,267530.8557,24834.29823,229294.2351,925165.141,24433.69192,638325.9468,24064.65204,25035.44903,222505.4857,24556.80382,24111.06235,24126.98422,24375.91434,23730.48661,24332.95348,25505.96353,24464.40817,24948.86876,26534.86476,24212.73071,24248.97418,24500.60818,24644.80073,24426.29231,23865.4646,24254.37965,1610657.017,24302.79486,26451.28159,26035.40798,26681.68141,1040917.231,25412.58406,24350.85798,1951965.173,4700974.586,22142.35997,8891959.478,2221774.328
548.89999,5.771,,MS2 available,14743300.99,10206099.13,11552537.87,10893711.74,11418489.21,9241563.012,9731023.372,10254781.49,12737826.51,10171069.22,7963596.885,8007355.396,12291149.83,11714.64493,10061079.88,9764587.986,11640479.17,10801376.2,9651498.276,7951336.087,6451716.469,10170901.3,10696262.45,7868269.103,19969.62433,21131.22632,7415469.511,20649.54958,1211253.189,20396.52326,21016.23254,149141.2382,21982.47912,20495.29065,20605.53589,28339.9319,21954.24464,3673375.257,22087.0417,22313.69305,22252.25523,3643825.563,17399407.06,23671189.92,30669.4358,37714.90811,40568.57235,29270.4946,28364.88334,24234.38942,76546712.95,21089.89563,21867.35129,21945.69805,21664.38243,21517.48794,21133.27251,35300.45649,35747.95174,32435.6115,21493.02017,21191.4584,21088.38071,21952.58228,39295.1085,21636.44207,40199.79324,42432.23845,36803.10329,36843.17169,38188.68348,37218.82803,28844.12937,23289.55517,21621.85918,25606.56994,21545.77228
214.04828,5.323,,MS2 available,780339.7829,799489.9701,849014.2493,1786851.076,2143517.46,2108567.989,3713246.984,1898468.832,5420912.694,1573792.704,6902235.184,4161359.882,1094288.424,7729.575848,1122280.944,582108.3491,507268.0634,584776.5461,1017124.267,842941.1936,674476.3713,8911082.777,10076930.33,9003692.905,989615.516,1844926.148,12100.2815,697423.9541,386907.4189,1992923.137,425663.1913,11855.58091,12462.45634,11228.83585,11535.22415,87693.90682,11938.72307,108310.7034,42249.35885,1029481.753,2302090.554,12428.68423,11680.97089,72233.06733,7912419.776,8104639.042,5057819.055,2303530.212,3397798.65,1321394.779,12168.18294,11697.89894,12414.5753,12107.7672,11959.59786,12082.25737,12105.8993,13975054.68,8078390.994,6401473.849,249876.8382,11754.2326,259387.5024,11755.30742,4897357.471,869756.9112,6622221.144,3917078.265,2520128.738,6626126.01,13965723.68,12532636.39,5595333.876,2118652.914,125574.9332,5518662.704,11950.75931
469.12015,6.128,,MS2 available,2420137.87,3014637.563,1509602.548,2085467.503,979065.4608,1978497.224,4902198.262,1807075.612,5183928.438,5820354.436,5617310.574,4878301.31,11228983.26,15657.62498,5604208.477,1489718.484,7160389.58,6978459.33,15932042.83,8931425.067,13141020.9,4423221.744,2154513.845,7358604.943,16662.07377,1844926.148,14568.78112,15967.54103,19177.24011,1992923.137,20972.24285,18258.02468,17216.65231,13077.8182,18532.73396,18153.32167,17511.73309,17065.1776,15428.53985,71720.88133,60865.36659,17518.34,12860.53609,17219.34699,520413.879,781439.6193,5057819.055,6618355.668,2883574.408,1541241.279,15937.32051,15591.31302,17343.79613,15812.88219,18866.46978,14869.02335,17045.52027,4145653.843,641582.5518,103851.6433,373546.7711,325864.9994,217037.3394,13761.73993,665091.5631,869756.9112,538464.2441,554955.0043,893080.4917,362419.2599,11785603.05,10507808.72,14463771.49,10927893.59,26284695.74,12644577.94,14450.24674
237.0616,4.631,,MS2 available,1720799.227,1380263.501,1919844.507,7313079.233,6800108.325,6024384.931,1108182.077,764451.3655,1504646.991,9132755.081,6837097.804,7761789.231,2544796.249,18121.15011,2306407.46,10334047.94,11565359.68,11222268.46,19143258.37,13665876.41,12696438.31,6769863.368,6268864.058,5996100.698,23984.21569,1844926.148,105734.5456,731281.1739,608296.4474,1992923.137,530122.2376,26010.63455,26534.14985,23690.82841,27619.74809,290056.8665,28550.46366,269958.1864,178328.181,3249423.539,3101712.573,278445.1991,25021.46799,374685.8856,8084515.588,781439.6193,5057819.055,6618355.668,2883574.408,2278804.756,25467.47565,495412.893,26343.63408,26604.10016,25429.40043,26510.03637,25805.81293,4145653.843,3558534.295,6617416.632,28845.58459,217691.5819,27300.13291,25206.76003,1348119.878,869756.9112,6622221.144,3917078.265,1300787.596,1758613.556,14555941.86,10559854.45,6837300.77,10919612.07,9870033.949,9540953.428,25428.0336
781.20181,5.432,,MS2 available,4631494.608,4329134.22,4931554.998,6002181.466,5179789.87,5117208.029,4582721.503,2587422.683,4554052.348,6426972.746,5079539.859,5774558.541,2136062.363,8506.031252,1575585.167,3661113.792,2922917.559,3215235.779,1291219.269,1586351.396,918607.8661,4720273.647,7779851.103,4010799.714,31840.14583,20117.9381,32229.7074,20032.69242,35220.787,21047.52375,34706.84328,20437.9339,30461.81776,18738.86907,19292.93135,32852.22464,19619.09934,22474.89059,28500.15461,27414.92272,25525.4211,34268.39199,31113.00252,34886.98281,107001.2202,288631.5409,553000.99,4389337.217,8352271.997,9049458.789,20253.91187,21744.54952,672017.0779,24420.86761,27497.4908,20914.79702,25682.0899,381955.7262,2013244.335,389222.2074,3095750.378,1439370.233,3086654.758,18562.03198,34005.66248,28309.92264,34113.61665,1662433.469,852258.7235,1441558.351,3759096.082,2113054.587,727773.951,1782708.869,19632.21867,3729127.193,19688.51132
276.98802,4.819,,MS2 available,7679433.498,6829149.129,6789142.535,1773558.528,1730490.21,1827846.99,2961491.382,7631300.273,3134890.522,1492161.929,2255594.239,2819376.017,2332354.583,5610.090483,2438655.575,1378601.058,1370219.694,1324614.85,2890882.798,2686276.293,1815617.009,5295951.735,3086423.648,5646299.796,30865274.13,1151775.995,773177.7556,2563838.682,3113076.028,1556600.016,4491504.883,2179024.169,1624034.572,162810.2023,2009608.957,1328430.463,1510677.22,1950482.234,2858531.664,2052787.246,2539543.171,5958838.153,1674740.166,1838904.236,1720441.038,2627799.921,2659773.347,3351537.698,2214791.436,2106238.535,3591306.176,1420067.647,3098442.873,2315419.576,4564277.286,2216953.514,7332265.938,1852596.322,2344859.164,3029488.442,928724.3965,569561.8906,1788250.136,203267.9502,23160358.84,25876578.01,31183945.7,33531165.1,31938496.8,16811365.97,26473473.5,18898384.92,27840557.91,19488169.7,19365573.86,28937464.66,24535702.81
400.14527,6.191,,MS2 available,1123942.99,979347.6247,1627547.748,11197472.92,12342786.15,5677835.319,7131856.852,8319339.815,8063793.151,4055671.576,3782875.524,3632097.392,1058715.232,8996.188402,752076.9965,3817059.371,2759385.588,1711597.584,5738689.718,5411111.81,3985925.449,7619745.078,5483706.111,7300058.896,220995176.8,4176721.285,1474895.358,5122273.428,5652603.368,3662788.547,3747171.596,9445137.295,15496741.99,645621.4953,2066275.731,14724439.52,8638861.252,20734624.98,3924363.524,5025375.045,4103223.037,2582028.592,770632.1427,1958323.778,4682780.704,5156866.194,4917863.524,848571.2233,7552265.608,7627338.553,411875.007,154829.4414,1230730.928,581543.032,1393524.63,183505.6263,1598143.277,1420889.087,2555604.204,3248908.77,2972615.472,2040998.453,3838971.212,1703698.655,242472124.1,3600731.654,294300035.2,260137667.5,230836366.1,243507373.2,7729959.4,5427732.649,12895972.4,4380245.174,1490959.737,3322667.304,29130399.24
114.05557,4.858,,MS2 available,448114.6651,368412.5083,210676.537,162688.66,2078238.933,389544.9733,5601693.697,4196873.153,5834752.034,7111442.89,6951377.01,8758930.741,207172.0875,6146.685292,207895.1651,5413517.089,5653672.794,4787644.093,479212.0732,649366.0407,414729.9816,6509102.958,8586082.905,6827571.746,3570225.094,11656.894,12808.27996,12373.12912,616920.1642,12092.05471,12841.8966,12004.33092,932901.3983,11850.54301,11774.51763,33564664.11,12115.36382,18794.82865,2839755.011,12560.50789,12638.4445,7369561.362,12726.57046,292025.9823,1528274.146,933512.3745,734502.3838,12267.36308,12067.74538,12232.09872,15866.28774,11925.18364,11822.29359,12270.28303,790605.1982,11798.63054,11719.23899,12669.40543,12798.17166,3162280.004,11536.44336,12252.56499,12070.88914,11857.63815,14126.72533,12243.94192,13422.6724,14020.23543,14844.95106,746646.0946,1046896.104,13333.582,79830965.11,12602.54998,11510.18573,12892.85203,11695.06156
134.04671,5.647,,MS2 available,8973518.099,7710850.588,7337943.64,10917926.28,12643760.8,10632529.52,10559861.48,10075904.36,8055848.789,10865914.26,8988336.733,8477274.283,7094327.356,600186.6011,5809776.823,5305671.967,6591667.818,6580929.685,5092370.647,4849106.288,4987392.526,7952263.963,7132457.474,6840563.48,73353.59455,69658.57346,9768800.77,358473.8169,807890.1269,63598.3834,854229.5037,2521914.714,1263645,68327.3686,7252030.305,2427296.999,7927331.26,33072810.14,2637855.674,1580224.17,5770035.477,64064.24197,84412.64242,6579631.777,3388357.116,8851177.804,13842871.62,9625835.537,10151501.87,5054377.079,66384.10688,63289.48454,2094322.247,68364.68219,65686.56027,73816.16213,63312.08187,4286239.814,5292963.235,5369821.606,1017358.91,70205.62661,1461646.303,66676.38065,77704.3314,1724720.362,81773.45398,79667.4701,87113.66909,79907.36132,2294384.051,1215280.752,105004.6018,96768.01062,802387.3253,1542069.813,88626.72244
442.12127,5.163,,MS2 available,6160302.735,4117949.025,5606853.076,8734233.927,5642787.235,4675876.277,3467880.16,3425002.935,3631621.578,6114681.056,4368328.776,5817470.665,4690243.746,7658.741698,5043478.059,4576363.162,5137007.551,5378449.508,4312263.472,3688219.875,2932456.885,5938387.244,5749515.68,5174592.643,15711.77592,13286.20369,1760431.389,12463.61683,155229.4805,12260.45248,70037.83528,2096488.374,1825232.746,652283.9316,4044190.711,2591112.166,4089181.964,1436197.497,12077.8648,12740.01735,2336123.065,12129.5929,1092850.989,2404965.017,2785906.974,2520023.136,3778381.366,2093223.537,3239640.642,2452534.371,12867.12655,389148.6588,410349.4049,12044.0688,11563.76913,12776.06738,11673.12517,241446.0648,679267.988,745741.516,238943.8382,69874.5448,761267.2176,12120.35708,17428.43262,12568.2829,19645.16283,18071.40514,21702.81471,17255.16541,12488.28983,13766.97112,12259.98795,12457.94435,12232.90668,12103.19455,13431.81897
703.52716,0.809,,MS2 available,976611.3791,1132557.884,1303516.244,4609857.727,5517355.675,2480601.226,161899.6813,148919.2038,130837.7344,809341.913,131579.0909,249337.9762,4713767.476,5428.670988,2557939.371,356363.3648,352130.3821,585132.8523,899076.2669,335798.3495,377816.164,33398.62906,83540.96089,98996.86458,220995176.8,4176721.285,533166.9641,5122273.428,5652603.368,3662788.547,3747171.596,9445137.295,15496741.99,645621.4953,2066275.731,14724439.52,8224371.917,20734624.98,3924363.524,5025375.045,4103223.037,2582028.592,770632.1427,1958323.778,4682780.704,5156866.194,4917863.524,848571.2233,7293041.516,7011721.8,411875.007,131231.5476,1230730.928,581543.032,1393524.63,154546.372,1598143.277,1420889.087,2555604.204,3248908.77,2703351.891,1947319.534,3372730.258,1703698.655,242472124.1,3600731.654,294300035.2,260137667.5,230836366.1,243507373.2,7729959.4,5427732.649,12895972.4,4380245.174,1490959.737,3322667.304,29130399.24
