,PVHG-B-R1,PVHG-B-R2,PVHG-B-R3,PVHG-Glu-R1,PVHG-Glu-R2,PVHG-Glu-R3,PVHG-Gua-R1,PVHG-Gua-R2,PVHG-Gua-R3,PVHG-H-R1,PVHG-H-R2,PVHG-H-R3,PVHG-M-R1,PVHG-M-R2,PVHG-M-R3,PVHG-P-R1,PVHG-P-R2,PVHG-P-R3,PVHG-V-R1,PVHG-V-R2,PVHG-V-R3,WT-B-R1,WT-B-R2,WT-B-R3,WT-Glu-R1,WT-Glu-R2,WT-Glu-R3,WT-Gua-R1,WT-Gua-R2,WT-Gua-R3,WT-H-R1,WT-H-R2,WT-H-R3,WT-H-R4,WT-M-R1,WT-M-R2,WT-M-R3,WT-P-R1,WT-P-R2,WT-P-R3,WT-V-R1,WT-V-R2,WT-V-R3
PCMEH3pp,3.17297446224568,4.58142298434234,4.56772809538147,0,0,0,7.41179415447318,4.8372104680903,7.68825694145239,7.803330605508491,9.41200338576736,7.74814574216933,0,0,0,3.92908761319504,4.39646662187322,4.15394692201578,3.49654869402188,4.06543836493289,4.28429248775671,2.76331145204737,1.94553625186928,2.62070886953946,0,0,0,3.85664466075616,5.1107149867417405,3.8885236044235096,4.948607045156259,5.015805499864481,3.07561052670319,2.79046212371471,0,0,0,4.57130986119721,4.504150377337,3.80145108106803,5.5058970356294,6.251299135959259,5.1107407837855
PDE1,47.690767674965294,48.4321858344762,51.8793337805712,0,0,0,43.50017283518189,44.995184165443796,41.314673665178496,28.851788159840602,37.7884912055436,30.630520083529202,0,0,0,66.63077744043261,74.3309589326007,86.5405608753288,54.1965047573392,48.5674690382161,51.2122404350453,53.5612070811736,49.956350209288594,54.8223963519876,0,0,0,51.1969578715381,44.013172348507204,45.3661087182743,26.8049548279297,58.651485645082,42.933012250305794,46.987781567067,0,0,0,44.9219103667649,40.0979240909269,31.5152557365962,27.1362068184592,25.5965356512926,27.541214223733
PDE4,47.690767674965294,48.4321858344762,51.8793337805712,0,0,0,43.50017283518189,44.995184165443796,41.314673665178496,28.851788159840602,37.7884912055436,30.630520083529202,0,0,0,66.63077744043261,74.3309589326007,86.5405608753288,54.1965047573392,48.5674690382161,51.2122404350453,53.5612070811736,49.956350209288594,54.8223963519876,0,0,0,51.1969578715381,44.013172348507204,45.3661087182743,26.8049548279297,58.651485645082,42.933012250305794,46.987781567067,0,0,0,44.9219103667649,40.0979240909269,31.5152557365962,27.1362068184592,25.5965356512926,27.541214223733
PDH,110.66950321347785,80.57486772462408,87.91828939550756,0,0,0,157.5888614272513,84.7880853746395,153.76513882904771,352.48465748303545,336.5142404568014,270.6782129367193,0,0,0,50.42329103600304,52.962086282100806,55.77058367521178,104.97971198003793,100.47440530476999,69.14648805821298,152.2760991660148,123.13361697314586,156.25091260010942,0,0,0,158.79734390663515,168.57731523431704,152.6540099857776,451.8078232227675,96.83848485071677,102.49942836951669,99.28644265991366,0,0,0,356.8258985884512,363.4080353227027,384.68232391323914,75.90272341974801,85.5752165503611,75.7383391152658
PDHa,3292.2975321743706,2457.31530260178,2953.8114702674693,0,0,0,2593.510304552741,4578.739146474604,1520.333395381956,853.2325964707309,715.101540824608,659.0992761236,0,0,0,5797.04134930152,3238.662249173403,3237.540076053299,1417.6839931071058,1349.798134271382,2255.5305427403828,2341.4067077943528,4273.652793783559,3141.3091449750036,0,0,0,2241.5782929479988,1129.849408710722,1922.874922387428,1161.5205502822575,2550.436780571089,3997.9798469053057,3003.7974538180556,0,0,0,644.9942394539221,959.823459677886,1480.971764711563,2510.295769887321,2317.6269161492232,2038.4047651106716
PDHbr,16.4417767589094,14.7623629495475,16.3432473137502,0,0,0,1038.09235984973,26.1026829032797,925.9301768983521,247.961097530303,223.64043865883,213.83433996846802,0,0,0,8.021887210273219,8.69068983393544,6.53862015502484,8.99112521319913,8.71165363914191,9.465297356671801,8.172346634778402,6.46420109492051,6.23303731133709,0,0,0,8.29178602062575,8.848402066597641,7.65921316022813,13.4437158060078,6.21959881983196,9.101296456570669,11.7919528453751,0,0,0,13.274380558476501,12.413877869245901,7.9707845248200595,4.129422776722049,3.29460359868123,5.39467082732914
PDHcr,3576.8075756224,2656.78900492005,3212.872893071582,0,0,0,2811.275875662738,4682.876073721605,1691.7271637636272,919.9716082283701,736.735100845626,756.2769544973501,0,0,0,5957.479093506985,3445.193936991633,3449.006744361103,1749.273360923514,1660.4411836204501,2472.7342083987455,2428.656797046231,4323.922940162504,3223.3302495946436,0,0,0,2314.276044803252,1247.3195740776212,2006.596013931152,1310.7210526937179,2620.5911801625266,4055.8515388567416,3061.857068972765,0,0,0,914.6136114595342,1246.221509280753,1743.394516759485,2555.424461661498,2373.2127922500504,2106.9028881155746
PDIMAS,1.63456260176292,1.59986199453225,1.42479591966028,0,0,0,0.8823564469610929,1.82536244078879,0.7765916102477161,0.924078624336532,1.61549311845261,1.88272700277012,0,0,0,1.14598388718189,1.43140773735407,1.84619863200701,1.2487673907221002,2.10531629612596,2.09232888936956,1.4698465170464798,1.00414774290027,1.20410948059921,0,0,0,1.92832233037808,1.2967485787255202,1.53184263204563,1.319628545375,1.33754813329719,1.25535123538906,2.2503726804150896,0,0,0,1.1428274652993,0.5492866313825611,0.7357647253680051,1.57311343875126,1.01372418420961,1.7745627721477402
PDX5POi,135.28409298120198,170.7489074164417,172.442212041236,0,0,0,136.9417205683616,152.6003000499431,145.6885860824715,77.2119028334524,99.9498568503503,92.47086086682461,0,0,0,203.6577079506102,231.78581004154898,252.92921258496003,159.509221374903,194.1246819255456,172.8662201455324,103.41840093939001,87.6118905680488,77.1338367277965,0,0,0,112.13194351148549,121.05529379043489,115.30061657358812,43.7126955655469,139.30563808290282,97.5407909897298,133.4921074022231,0,0,0,48.877851592801,33.2867698617831,29.921098831632204,74.034651211231,77.634377107386,92.2062816407968
PDX5PS,27.8837149712499,24.870581915001306,31.094075658468398,0,0,0,32.5589528928643,29.5708715407784,38.51894386828671,14.271880975864198,16.7870806656597,15.7135292154275,0,0,0,35.3617885187554,28.525911337270397,35.1546989511336,29.4709104210416,27.0787233949994,26.4031978896634,33.1597374245685,35.4589671711659,32.2276360983907,0,0,0,29.985412237379197,31.808479842855306,31.6384420541731,17.155171089875,24.075866399349493,22.4707871134641,22.593741711367503,0,0,0,35.955110254416496,36.14306034497249,43.042236434028304,45.4236505439425,36.8319786929491,35.2783079102971
PDXPP,72.8822618903704,107.77252163167222,98.26901269421609,0,0,0,58.5002324335205,65.804315990436,60.4188272772723,40.967485678919594,57.1041697957378,52.64394350053361,0,0,0,78.5817522639008,114.00140193927078,107.6949202004091,101.81616792354191,128.6420854046622,120.1594590752231,101.0666465121157,75.93867305683318,77.2754966666906,0,0,0,91.2096462268833,119.3008692427475,98.86276679125231,40.4961009861953,116.366687596856,82.5393437268305,97.8462041444481,0,0,0,45.888918222018205,34.165628471995305,31.1473733739122,66.5623623771626,77.21199203063199,90.7156489121926
PE120abcpp,363.06519907393,391.96618866039995,429.91121587631704,0,0,0,330.88366761041,316.609115354816,383.014982174173,532.782664631363,589.163316416541,541.211600719379,0,0,0,254.40842295437898,265.526135279181,279.69909274906297,548.791642642673,677.8392502389,574.394097486452,462.884065148276,377.622310564434,367.18256161331203,0,0,0,362.52459811107997,406.645098422689,373.592851146204,456.67395348383593,388.089590876181,331.977634198636,377.612535773652,0,0,0,424.516448456179,338.47042225793405,257.885536241486,1117.107180693236,868.7616258676351,1017.250363505972
PE140abcpp,363.06519907393,391.96618866039995,429.91121587631704,0,0,0,330.88366761041,316.609115354816,383.014982174173,532.782664631363,589.163316416541,541.211600719379,0,0,0,254.40842295437898,265.526135279181,279.69909274906297,548.791642642673,677.8392502389,574.394097486452,462.884065148276,377.622310564434,367.18256161331203,0,0,0,362.52459811107997,406.645098422689,373.592851146204,456.67395348383593,388.089590876181,331.977634198636,377.612535773652,0,0,0,424.516448456179,338.47042225793405,257.885536241486,1117.107180693236,868.7616258676351,1017.250363505972
PE141abcpp,363.06519907393,391.96618866039995,429.91121587631704,0,0,0,330.88366761041,316.609115354816,383.014982174173,532.782664631363,589.163316416541,541.211600719379,0,0,0,254.40842295437898,265.526135279181,279.69909274906297,548.791642642673,677.8392502389,574.394097486452,462.884065148276,377.622310564434,367.18256161331203,0,0,0,362.52459811107997,406.645098422689,373.592851146204,456.67395348383593,388.089590876181,331.977634198636,377.612535773652,0,0,0,424.516448456179,338.47042225793405,257.885536241486,1117.107180693236,868.7616258676351,1017.250363505972
PE160abcpp,363.06519907393,391.96618866039995,429.91121587631704,0,0,0,330.88366761041,316.609115354816,383.014982174173,532.782664631363,589.163316416541,541.211600719379,0,0,0,254.40842295437898,265.526135279181,279.69909274906297,548.791642642673,677.8392502389,574.394097486452,462.884065148276,377.622310564434,367.18256161331203,0,0,0,362.52459811107997,406.645098422689,373.592851146204,456.67395348383593,388.089590876181,331.977634198636,377.612535773652,0,0,0,424.516448456179,338.47042225793405,257.885536241486,1117.107180693236,868.7616258676351,1017.250363505972
PE161abcpp,363.06519907393,391.96618866039995,429.91121587631704,0,0,0,330.88366761041,316.609115354816,383.014982174173,532.782664631363,589.163316416541,541.211600719379,0,0,0,254.40842295437898,265.526135279181,279.69909274906297,548.791642642673,677.8392502389,574.394097486452,462.884065148276,377.622310564434,367.18256161331203,0,0,0,362.52459811107997,406.645098422689,373.592851146204,456.67395348383593,388.089590876181,331.977634198636,377.612535773652,0,0,0,424.516448456179,338.47042225793405,257.885536241486,1117.107180693236,868.7616258676351,1017.250363505972
PE180abcpp,363.06519907393,391.96618866039995,429.91121587631704,0,0,0,330.88366761041,316.609115354816,383.014982174173,532.782664631363,589.163316416541,541.211600719379,0,0,0,254.40842295437898,265.526135279181,279.69909274906297,548.791642642673,677.8392502389,574.394097486452,462.884065148276,377.622310564434,367.18256161331203,0,0,0,362.52459811107997,406.645098422689,373.592851146204,456.67395348383593,388.089590876181,331.977634198636,377.612535773652,0,0,0,424.516448456179,338.47042225793405,257.885536241486,1117.107180693236,868.7616258676351,1017.250363505972
PE181abcpp,363.06519907393,391.96618866039995,429.91121587631704,0,0,0,330.88366761041,316.609115354816,383.014982174173,532.782664631363,589.163316416541,541.211600719379,0,0,0,254.40842295437898,265.526135279181,279.69909274906297,548.791642642673,677.8392502389,574.394097486452,462.884065148276,377.622310564434,367.18256161331203,0,0,0,362.52459811107997,406.645098422689,373.592851146204,456.67395348383593,388.089590876181,331.977634198636,377.612535773652,0,0,0,424.516448456179,338.47042225793405,257.885536241486,1117.107180693236,868.7616258676351,1017.250363505972
PEPCK_re,2440.11351220821,1836.42340672376,2200.4715806282693,0,0,0,2056.15522835343,3108.40970041924,1512.80045676255,2710.2199297763395,1833.0227787938104,2154.99829240149,0,0,0,5189.34246512735,3291.41984863588,3422.929188684,2686.43166208077,2513.89285180172,3775.75693293089,2136.33372173603,3750.30354203073,3026.2104446236103,0,0,0,2033.70514573324,1454.4179500329099,1765.74321855413,3813.1491586451507,1854.0423449699106,2969.28227706574,2264.86508047696,0,0,0,2223.9422474724397,2601.31162890153,3038.34043340718,3017.42821470476,3103.60106697307,3194.21298986594
PERD,3.7498789099267102,3.12700298931303,4.40010504600968,0,0,0,3.44119014314826,8.579203471707329,3.0287072799660897,4.928419329794839,6.25125598009922,4.48957977583643,0,0,0,7.039615306974452,4.70319685130624,5.15397118101958,5.74432999732166,3.9928412512733695,4.7824660328447015,6.820087839095651,8.346978112858519,8.14544648640643,0,0,0,18.126229905554,11.4418992240487,12.5493261779122,26.557524475671894,5.41706993985364,8.03424790648997,6.57108822681206,0,0,0,17.494051199581598,28.7826194844462,61.8042369309125,204.20978826789798,65.1317788354674,37.19483570421671
PFK,166.91768686237899,131.115962551893,161.337185020355,0,0,0,167.38301798851901,108.791601471012,168.598038584779,309.977040763554,262.90394532035197,266.62310862306,0,0,0,127.695347428839,158.272798387436,160.157731326608,212.540209900902,175.902806397007,154.035260141206,126.994739072815,97.4650902952578,128.768884454669,0,0,0,92.463055741629,111.13898112959299,94.85640913820991,189.779080181742,109.54519211704,110.784746523084,116.209245216635,0,0,0,400.517071684894,302.98650587062,256.53663424497796,73.64137285154321,78.6481012915956,94.1937919456022
PFOR,26.345303110767198,39.56022386479739,31.2616987078402,0,0,0,17.823600228614076,16.610798211178018,15.37651388290478,8.62473382714096,7.72627143607768,8.25503378137666,0,0,0,21.2825579048064,30.059562484435602,21.5389840400818,21.978306076709,21.4887456432166,11.55762624604136,42.096404248211,32.2582462406712,33.856725395672,0,0,0,25.068190294915,24.561943667624398,21.210128751401,6.598142726875,24.343376026009,19.96008464268602,22.683756618584,0,0,0,9.67007855253256,9.008300754674,5.886117802944041,7.27564965422456,10.9820119956041,15.474187373128322
PG120abcpp,363.06519907393,391.96618866039995,429.91121587631704,0,0,0,330.88366761041,316.609115354816,383.014982174173,532.782664631363,589.163316416541,541.211600719379,0,0,0,254.40842295437898,265.526135279181,279.69909274906297,548.791642642673,677.8392502389,574.394097486452,462.884065148276,377.622310564434,367.18256161331203,0,0,0,362.52459811107997,406.645098422689,373.592851146204,456.67395348383593,388.089590876181,331.977634198636,377.612535773652,0,0,0,424.516448456179,338.47042225793405,257.885536241486,1117.107180693236,868.7616258676351,1017.250363505972
PG140abcpp,363.06519907393,391.96618866039995,429.91121587631704,0,0,0,330.88366761041,316.609115354816,383.014982174173,532.782664631363,589.163316416541,541.211600719379,0,0,0,254.40842295437898,265.526135279181,279.69909274906297,548.791642642673,677.8392502389,574.394097486452,462.884065148276,377.622310564434,367.18256161331203,0,0,0,362.52459811107997,406.645098422689,373.592851146204,456.67395348383593,388.089590876181,331.977634198636,377.612535773652,0,0,0,424.516448456179,338.47042225793405,257.885536241486,1117.107180693236,868.7616258676351,1017.250363505972
PG141abcpp,363.06519907393,391.96618866039995,429.91121587631704,0,0,0,330.88366761041,316.609115354816,383.014982174173,532.782664631363,589.163316416541,541.211600719379,0,0,0,254.40842295437898,265.526135279181,279.69909274906297,548.791642642673,677.8392502389,574.394097486452,462.884065148276,377.622310564434,367.18256161331203,0,0,0,362.52459811107997,406.645098422689,373.592851146204,456.67395348383593,388.089590876181,331.977634198636,377.612535773652,0,0,0,424.516448456179,338.47042225793405,257.885536241486,1117.107180693236,868.7616258676351,1017.250363505972
PG160abcpp,363.06519907393,391.96618866039995,429.91121587631704,0,0,0,330.88366761041,316.609115354816,383.014982174173,532.782664631363,589.163316416541,541.211600719379,0,0,0,254.40842295437898,265.526135279181,279.69909274906297,548.791642642673,677.8392502389,574.394097486452,462.884065148276,377.622310564434,367.18256161331203,0,0,0,362.52459811107997,406.645098422689,373.592851146204,456.67395348383593,388.089590876181,331.977634198636,377.612535773652,0,0,0,424.516448456179,338.47042225793405,257.885536241486,1117.107180693236,868.7616258676351,1017.250363505972
PG161abcpp,363.06519907393,391.96618866039995,429.91121587631704,0,0,0,330.88366761041,316.609115354816,383.014982174173,532.782664631363,589.163316416541,541.211600719379,0,0,0,254.40842295437898,265.526135279181,279.69909274906297,548.791642642673,677.8392502389,574.394097486452,462.884065148276,377.622310564434,367.18256161331203,0,0,0,362.52459811107997,406.645098422689,373.592851146204,456.67395348383593,388.089590876181,331.977634198636,377.612535773652,0,0,0,424.516448456179,338.47042225793405,257.885536241486,1117.107180693236,868.7616258676351,1017.250363505972
PG180abcpp,363.06519907393,391.96618866039995,429.91121587631704,0,0,0,330.88366761041,316.609115354816,383.014982174173,532.782664631363,589.163316416541,541.211600719379,0,0,0,254.40842295437898,265.526135279181,279.69909274906297,548.791642642673,677.8392502389,574.394097486452,462.884065148276,377.622310564434,367.18256161331203,0,0,0,362.52459811107997,406.645098422689,373.592851146204,456.67395348383593,388.089590876181,331.977634198636,377.612535773652,0,0,0,424.516448456179,338.47042225793405,257.885536241486,1117.107180693236,868.7616258676351,1017.250363505972
