,PVHG-B-R1,PVHG-B-R2,PVHG-B-R3,PVHG-Glu-R1,PVHG-Glu-R2,PVHG-Glu-R3,PVHG-Gua-R1,PVHG-Gua-R2,PVHG-Gua-R3,PVHG-H-R1,PVHG-H-R2,PVHG-H-R3,PVHG-M-R1,PVHG-M-R2,PVHG-M-R3,PVHG-P-R1,PVHG-P-R2,PVHG-P-R3,PVHG-V-R1,PVHG-V-R2,PVHG-V-R3,WT-B-R1,WT-B-R2,WT-B-R3,WT-Glu-R1,WT-Glu-R2,WT-Glu-R3,WT-Gua-R1,WT-Gua-R2,WT-Gua-R3,WT-H-R1,WT-H-R2,WT-H-R3,WT-H-R4,WT-M-R1,WT-M-R2,WT-M-R3,WT-P-R1,WT-P-R2,WT-P-R3,WT-V-R1,WT-V-R2,WT-V-R3
CO2t,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
CO2tpp,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
COabc,55.57512845993939,74.1026987467436,42.157196917007,0,0,0,38.117798508719204,64.5265622818838,39.1402171564849,13.142451546119599,10.816780010508802,11.4411871706799,0,0,0,54.188666665315,72.5928209658137,63.0784532602396,69.7644715616747,101.200376441365,90.5679504969965,53.443619359809894,48.7639247645945,46.88943977392221,0,0,0,54.764354182737506,50.6494738984555,42.1256723812547,13.031331885578101,86.0712223776745,74.3167931350322,71.741881051633,0,0,0,23.1202787210551,18.016601509348,13.366392510852098,59.286712722938006,63.357761513100606,64.8070324388356
COALDDH,16.2494752763491,13.9624319522814,14.2479591966028,0,0,0,20.8236121482818,55.308481955900405,15.5318322049543,6.16052416224354,4.35480753669833,4.41716719880681,0,0,0,37.3263323253529,26.583286550861306,21.923608755083297,8.57486941629176,10.5991785942893,8.56858497551342,17.3441889011484,21.2126210687683,19.1240917506934,0,0,0,21.9828745663101,18.459597414798502,20.6209585083065,5.93832845418751,17.1206161062041,21.8431114957696,16.472728020638403,0,0,0,7.29651381691093,8.459014123291428,8.583921795960059,10.9134744813368,11.3199200570073,9.582638969597813
Cobalt2abcppI,85.1895567742324,116.71720460110201,125.17251211839,0,0,0,62.470836444845396,63.7964173055683,74.3974762617312,37.5791973896856,45.6552403040954,40.62345571361679,0,0,0,92.00613494231727,103.265843909115,117.00283830344401,73.2610202556966,91.47236321099001,84.988406792011,111.76712915621401,90.938129966406,82.02110461964041,0,0,0,83.3035246723331,102.824534360117,90.0252131448353,30.104026191367197,120.178699776753,76.3253551116547,95.595831464033,0,0,0,37.1858475247389,32.9571978829536,27.223294838616198,56.04216625551349,52.3757495174965,65.0199799714933
COBALT2t3pp,25.2876449566852,30.76098289487,24.724399782340104,0,0,0,102.176876558095,17.432211309533,97.77288373018749,37.5791973896856,46.287389785228996,43.01307075559421,0,0,0,23.0833897275209,32.411160910088604,29.231478340111,403.851374159527,825.211390967717,571.903229761012,31.5723031861583,25.5430082100257,44.6937107210648,0,0,0,17.933397672516197,26.774044184273897,26.983997133726803,36.5372153500704,41.9321339788671,30.2539647728763,38.8864399175727,0,0,0,34.109004348933,23.7291824757266,20.9692946729882,344.708482266369,270.833311214667,361.017050365737
COBALTt5,39.4218039248705,56.5042168068889,52.1307683546289,0,0,0,54.61786406689161,54.2132644914272,57.545438319355796,43.431695343817,45.514762641621296,53.6577195789484,0,0,0,50.750715003769294,61.5505327062251,69.7709233012651,86.4147034379694,77.3885231610439,87.2800050994158,55.03105359822,47.069425448450296,42.639641607101495,0,0,0,53.22169631843511,58.96392066793079,59.6240286011605,43.5477419973751,68.6830966448109,62.0771185899889,59.1397940413085,0,0,0,40.70223972565979,37.0219189551846,35.56196172612029,53.0925785578549,58.8804796995082,60.9739768509965
CODH2r,21.057012340357694,8.94468296943029,19.947142875243895,0,0,0,14.2059387960736,3.83326112565647,23.919021595629697,37.06582037616529,31.326518731733106,34.3235615120398,0,0,0,2.4556797582469,2.7605720648971404,3.76932220701432,7.90886014123997,5.44478352446369,5.77881312302068,26.339649585472802,19.204325582967694,22.665590223044,0,0,0,20.729465051564397,20.0614633061653,18.9123648033325,45.114800895007896,16.4518420395555,14.248236521665799,12.7821168247577,0,0,0,50.636047693261396,42.51478526901021,45.6174129728163,4.52270113640986,4.392804798241641,4.613863207584131
CPMPS,202.87806410116318,184.71133936872315,166.3239707391655,0,0,0,133.67700171460544,177.97283797690756,112.9940792910424,74.64501776585101,75.71746007356131,71.5436261052645,0,0,0,239.0194964693652,207.86085214577332,193.927781303737,193.72544788068868,189.7688551059749,198.5719750720729,215.30311781696764,228.63188921160585,223.53938357477116,0,0,0,142.59943633145886,164.53451084181955,143.4040371691946,65.73399691649225,187.2567386616072,198.1571925061624,181.4700529486729,0,0,0,84.04177360201031,75.47198315196388,66.34145273734845,116.21375528774871,119.11259164462909,130.67880254096
CPPPGO,68.8439307566031,89.01050369579409,92.1507713921455,0,0,0,55.5884561585489,58.6854024713597,71.2911098207403,77.5199290415646,80.07226761025959,112.45673212700001,0,0,0,87.91333534523909,115.53505308643601,132.695526675504,110.47428849921499,134.08686892912598,118.16676489487101,98.5385105027957,70.1648235351566,70.9007994164594,0,0,0,63.34538855292,84.3649369453189,68.638333320506,112.415856709133,94.1633885841225,73.37527970849041,83.6238488042247,0,0,0,84.7450520421945,72.6156926687745,52.3619229553564,66.07076442755279,70.3693537872171,80.0682722793062
CRNabc,185.9555336358527,112.9357126140263,144.7844088948898,0,0,0,179.55953695658243,80.04214302858858,182.18839176411421,829.6172538487966,589.5145105727274,665.9784709414146,0,0,0,72.19698489245891,63.0841838533901,82.9250885543149,114.55359530890739,82.5429182308695,77.2168994886385,140.2233577262339,160.0988057586623,177.21658355642512,0,0,0,170.2708617723847,159.6526338395591,159.6062188542923,818.6645588370167,85.73683534435011,109.9687682200813,100.81669608259611,0,0,0,556.5569756007607,548.2979154460722,549.2483674872162,75.90272341974811,76.28274486177307,85.03704804131979
CRNabcpp,79.997416745103,54.2498658145934,96.2575361017546,0,0,0,103.2357042944478,33.221596422356,130.4673905216162,620.364783137924,573.570295881912,556.1285915874801,0,0,0,24.2293736147028,21.471116060311,29.539178112112193,53.6137466416688,45.445793150857,44.6363496398838,89.9546068432444,87.98844597163642,83.4377040085806,0,0,0,108.7573794333238,99.01056795210121,96.2704177216366,607.0291308725,40.39395362557521,40.045704408911,43.387185278402995,0,0,0,361.836757474764,355.7180224833461,364.93930378253,34.215217292839796,40.717921399086,48.5520374459622
CRNCBCT,407.9675952517701,276.99428805333304,396.51232328898595,0,0,0,134.02994429338995,48.554640924981896,111.829191875671,52.056429170958005,50.7826749844015,44.823385181334714,0,0,0,39.1271641480673,48.1566460209834,48.9242637481859,28.8049011459898,27.5143060769565,19.727672385484397,382.4540637354929,375.92781124829,402.10173655069,0,0,0,232.26642469403998,196.342990684675,196.488276072006,49.6510240197344,132.216632976428,103.315406672519,113.95887253622,0,0,0,100.656726751362,75.0325538468578,86.45235523074058,12.683227099932001,15.797201870599697,18.5974178521083
CRNCDH,3.0768237209655,2.3997929917983702,3.18483793806415,0,0,0,2.73530498557939,2.0991668069071103,1.00956909332203,1.7454818459689998,1.12382129979312,0.7965383473258192,0,0,0,1.30969587106501,2.35159842565312,2.69237300501023,2.08127898453683,1.66973361416887,2.59050243445755,2.41054828795622,5.46005335202023,3.32900856400958,0,0,0,3.4709801946805503,1.90698320400811,2.06209585083065,2.8866874430078195,1.67193516662149,2.82454027962538,2.16035777319849,0,0,0,1.8461059054834896,1.2084305890416298,2.82043144724402,2.85126810773665,2.8722185219272296,3.4071605225236703
CRNDt2rpp,424.409372010679,298.88330897852404,257.804249933824,0,0,0,354.266113454879,1133.3675394857598,208.12655154638801,49.3868687006524,46.3576286164661,44.2440845650978,0,0,0,796.458801591412,347.42310653779504,314.853791700196,276.810104943399,270.859831063654,332.97919753681197,349.00035700751505,721.229116338121,624.72033052265,0,0,0,304.000015384105,182.23131497501495,217.109234580313,116.787126265688,436.17444626821504,731.493164861204,489.951139979973,0,0,0,61.8885027362084,112.05447280204201,161.868239580961,516.3744862701,436.154830256185,313.88466313749296
CRNt2rpp,424.409372010679,298.88330897852404,257.804249933824,0,0,0,354.266113454879,1133.3675394857598,208.12655154638801,49.3868687006524,46.3576286164661,44.2440845650978,0,0,0,796.458801591412,347.42310653779504,314.853791700196,276.810104943399,270.859831063654,332.97919753681197,349.00035700751505,721.229116338121,624.72033052265,0,0,0,304.000015384105,182.23131497501495,217.109234580313,116.787126265688,436.17444626821504,731.493164861204,489.951139979973,0,0,0,61.8885027362084,112.05447280204201,161.868239580961,516.3744862701,436.154830256185,313.88466313749296
CRO4abcpp,4.42293409888791,2.5452349913013,2.34672269120516,0,0,0,9.08827140369926,6.84510915295797,5.2808229496844685,6.67390117576384,3.86313571803884,4.34475462177719,0,0,0,6.7121913392082,4.80544026111724,3.07699772001169,3.08029289711452,1.5245393868498305,1.29525121722877,2.88089917341109,8.72353351644612,13.9535039810614,0,0,0,3.27814796164274,5.1107149867417405,7.30571101437145,8.74253911310939,2.54134145326467,6.967199356409268,3.96065591753056,0,0,0,6.68114518174977,10.6561606488217,14.7152945073601,9.7336394022734,8.36322451972928,6.03351342530233
CRO4t3pp,7.307456337293072,11.5626389604831,7.92018908281742,0,0,0,9.176507048395367,13.7814864279554,7.99889358555148,4.928419329794839,5.40839000525438,5.358530700191871,0,0,0,12.1146868073514,14.3140773735407,11.846441222045,8.99112521319913,11.9785237538201,13.052146881305301,6.408530814322631,6.40144186098924,4.8872678918438615,0,0,0,7.0383765058800005,6.40746356546726,8.42513447625095,4.61869990881251,12.7735846729882,10.231112568420802,10.621759051559199,0,0,0,4.1317608360820905,6.3717249240377,4.5372158064360315,11.4050724309466,8.02531645832608,10.2924640784569
CS,2797.217365322765,1914.8893654555925,1477.8486147864462,0,0,0,2387.6565454767187,3897.4226154501953,1125.2812432489359,483.29312052800583,384.97903401038,371.76617047006863,0,0,0,5208.660479225566,3053.908407644915,2874.68511992092,2052.807088028372,1737.1763327585509,2371.306074618832,1322.6854837597798,3437.448760883357,3163.5497553813616,0,0,0,1683.7146427696225,1318.1830699385648,1438.2234804179147,525.0472074910783,1480.5320287466639,2648.665571547374,1718.294563857749,0,0,0,726.3987189052414,959.4938876990568,1160.4235993595767,2017.5179851984856,2128.8207868401846,1903.46701191656
CSND,24.32613754388356,35.56056887846677,25.562515029199123,0,0,0,20.647140858889518,23.638443608214885,28.19027545199213,36.449767959941,39.3337454927591,36.4235262458988,0,0,0,29.304445115079698,35.47846320441877,39.69327058815081,32.30144984001163,40.1462038537123,29.99004741429701,33.39491286729588,21.024343366974488,26.277918664841607,0,0,0,32.01015068427614,44.31828966114848,31.991944200029785,30.0215494072813,45.610391345434294,34.77322922027692,35.19582872169196,0,0,0,30.68052195303514,23.83903980200317,23.299216303320172,32.05218631455689,39.197335122771605,35.136342888525306
CSNt2,8.46126523265514,7.4175419746495,7.5011314593879295,0,0,0,12.0000476786709,10.130761546377801,7.68825694145239,18.994949500250897,15.944214690814901,16.3652424086941,0,0,0,5.40249546814319,5.521144129794282,6.53862015502484,16.9832365138206,10.6717757079488,11.457991537023801,7.466820306596099,10.104236662934001,11.8286048976511,0,0,0,9.54519553537151,6.788860206268881,10.6639814000099,42.8879277246876,10.098488406393802,12.5535123538906,8.01132674227772,0,0,0,10.5491766027628,21.861607929025894,27.4685497470722,16.7143302867321,13.3473684254265,12.2089918723765
CTBTabc,62.97873553851271,32.797170887911,48.1078151697058,0,0,0,61.5002443531882,18.7099650180851,72.766633880211,447.0487033734729,335.95232980690497,361.99047257107003,0,0,0,14.242942597832,17.892596716925894,22.5390082990856,38.5452867936222,28.3854714408707,26.0046590535931,52.0913605641271,48.701165530663204,56.3098257103749,0,0,0,65.370126999817,61.1760211845802,56.265758215522006,440.755934155251,20.598241252776802,28.3081703580232,29.434874659829397,0,0,0,279.641089778237,279.257323394894,238.510398473462,22.613505682049304,20.9502998069986,24.205036212095198
CTBTt2rpp,424.409372010679,298.88330897852404,257.804249933824,0,0,0,354.266113454879,1133.3675394857598,208.12655154638801,49.3868687006524,46.3576286164661,44.2440845650978,0,0,0,796.458801591412,347.42310653779504,314.853791700196,276.810104943399,270.859831063654,332.97919753681197,349.00035700751505,721.229116338121,624.72033052265,0,0,0,304.000015384105,182.23131497501495,217.109234580313,116.787126265688,436.17444626821504,731.493164861204,489.951139979973,0,0,0,61.8885027362084,112.05447280204201,161.868239580961,516.3744862701,436.154830256185,313.88466313749296
CTECOAI6,634.017988001454,545.4802191357444,512.9684368400428,0,0,0,442.3252868615954,637.7816368116038,320.1887209051334,503.41749945800206,375.4265529621384,461.9198288719451,0,0,0,698.559035229302,559.0669648465766,539.6284751470502,338.08295824816315,344.2555129734248,349.4189245247154,568.889395957668,759.0101751647434,717.3659305593418,0,0,0,527.7818218244812,534.5655317475541,513.5207838811417,484.96349042531335,410.2928898889144,577.0221953465808,451.06470006239994,0,0,0,312.78308627191706,355.2785931782401,389.8326769908149,448.8289279937183,366.79920065317725,323.0414070417746
CTECOAI7,634.017988001454,545.4802191357444,512.9684368400428,0,0,0,442.3252868615954,637.7816368116038,320.1887209051334,503.41749945800206,375.4265529621384,461.9198288719451,0,0,0,698.559035229302,559.0669648465766,539.6284751470502,338.08295824816315,344.2555129734248,349.4189245247154,568.889395957668,759.0101751647434,717.3659305593418,0,0,0,527.7818218244812,534.5655317475541,513.5207838811417,484.96349042531335,410.2928898889144,577.0221953465808,451.06470006239994,0,0,0,312.78308627191706,355.2785931782401,389.8326769908149,448.8289279937183,366.79920065317725,323.0414070417746
CTECOAI8,634.017988001454,545.4802191357444,512.9684368400428,0,0,0,442.3252868615954,637.7816368116038,320.1887209051334,503.41749945800206,375.4265529621384,461.9198288719451,0,0,0,698.559035229302,559.0669648465766,539.6284751470502,338.08295824816315,344.2555129734248,349.4189245247154,568.889395957668,759.0101751647434,717.3659305593418,0,0,0,527.7818218244812,534.5655317475541,513.5207838811417,484.96349042531335,410.2928898889144,577.0221953465808,451.06470006239994,0,0,0,312.78308627191706,355.2785931782401,389.8326769908149,448.8289279937183,366.79920065317725,323.0414070417746
CTPS1,393.160381094623,411.600858593296,381.468154607868,0,0,0,367.413224514599,575.810581946825,354.902365883206,508.243243385092,464.700107464454,482.55741332538696,0,0,0,664.015806629962,636.362982663696,648.5541944354641,401.686844015609,392.6777877843209,427.63217110352997,386.51084012254097,466.86594121469597,403.305846031289,0,0,0,380.94007636618994,364.538909278191,358.215507801439,453.704789256743,409.557238415601,506.220385670637,452.774983299516,0,0,0,363.6828633802469,405.0439619815,328.15106751413,332.516853116047,409.798001466735,407.439612485122
CTPS2,393.160381094623,411.600858593296,381.468154607868,0,0,0,367.413224514599,575.810581946825,354.902365883206,508.243243385092,464.700107464454,482.55741332538696,0,0,0,664.015806629962,636.362982663696,648.5541944354641,401.686844015609,392.6777877843209,427.63217110352997,386.51084012254097,466.86594121469597,403.305846031289,0,0,0,380.94007636618994,364.538909278191,358.215507801439,453.704789256743,409.557238415601,506.220385670637,452.774983299516,0,0,0,363.6828633802469,405.0439619815,328.15106751413,332.516853116047,409.798001466735,407.439612485122
CU1Opp,114.611683605965,98.46423366348459,129.991674787829,0,0,0,95.47096756119021,42.1658723822211,128.448252334972,231.019656084133,244.50137153624001,250.33027879139598,0,0,0,25.3753575018847,33.8425686474427,35.8470234381362,56.6940395387834,59.8926187691006,51.012971017010095,156.391669413745,108.322437765367,128.27307466853998,0,0,0,119.748816716479,167.890801280874,147.233643749308,265.657721540805,111.75214653698099,88.565029656698,111.888529670238,0,0,0,267.68535629510603,189.61374515326,161.500357218277,64.5959705787235,69.1866755723059,86.88259332435352
Cuabc,31.537443139896396,27.0522119075453,29.0825990660068,0,0,0,31.6765964459032,26.55902351347689,30.0540953165866,15.5039858083129,13.2751391038062,13.6859770585982,0,0,0,55.0072265847306,36.296410482906786,32.9238756041251,61.522606782908795,50.237202652384994,73.0322417098993,21.1657898454692,30.187191520939496,29.890247106639197,0,0,0,20.054552235932103,44.5471276456295,38.8852360442351,12.124087260632804,14.378642432944801,17.6376848572163,16.112668391772,0,0,0,28.3948670224365,26.2559009800864,25.9970202963362,50.24131045011829,57.528847453895395,50.7524952834255
CUabcpp,32.3066490701378,8.435635971170031,121.149558933466,0,0,0,361.148493741175,5.384819200326941,356.999163230875,4.41504231627454,5.75958416143973,5.64818100831035,0,0,0,304.013154070966,442.816207891463,43.7702925671663,57.7763046107425,174.668655464795,294.52019985601896,403.502265859598,113.09213954414301,262.141716923393,0,0,0,8.48461825366356,244.39896742568,364.16612725669296,6.51566594278907,61.3265819116764,5.3352427504034905,199.38301948477695,0,0,0,275.245599527086,209.27820655675598,202.58055438465698,420.316246916352,405.320719653142,385.64798164314794
Cut1,102.881293169784,99.9913746582654,87.1220799109916,0,0,0,111.7063261852743,1088.5548915643963,90.1622859497598,51.74840296284579,41.72186575481947,45.98198641380865,0,0,0,124.42110775117631,107.1510934819334,94.30998011835831,162.17325847511012,170.3854257588838,187.7117917891545,81.2531154623291,86.6705020590799,1063.0161814607627,0,0,0,82.8214440897387,133.10742763976623,114.1811931117086,44.20755627006249,702.9484214543412,1158.626422702329,899.698997629952,0,0,0,90.10755014859879,77.6691296774941,68.4261194592245,117.09863159704669,136.09247173014018,126.49083439869122
CYNTt2,25.1914942154051,30.8337038946215,31.932190905327396,0,0,0,74.91206234699679,83.41906354404779,67.0975151254027,32.445427254482695,31.7479517191556,42.5061827163869,0,0,0,121.47429204128001,82.30594489785909,70.1555480162665,155.513165724592,213.362917045317,319.528511819436,37.9220401397991,38.408651165935396,32.0151461900496,0,0,0,31.8173184512384,84.8226129142808,86.4901916862684,194.975117579156,42.8015402655102,64.2112156901503,53.6488847010957,0,0,0,62.2401419563005,59.982100146975604,58.0027858498444,325.92944059127603,304.539640339637,261.854482658121
CYO1a,421.621000513554,366.15023374863,454.635615658657,0,0,0,386.29565247956594,827.2542581654808,364.14380604515407,152.472973015528,193.156785901942,144.390678597062,0,0,0,854.249131902156,546.6955122594451,547.5517442760801,398.939555756021,482.625611608462,561.640854732199,473.231784628283,448.854041076422,505.442661973881,0,0,0,301.107531888537,232.270554248188,247.863921269844,124.539943969766,441.05649695475,685.7356123312729,449.534446639718,0,0,0,333.353980647304,298.921784798389,423.555226903515,408.222937355951,267.36975358528497,210.605109798494
CYO1b,237.492330962025,280.048570042895,194.10749117254105,0,0,0,236.03034956209203,432.519630344905,207.19464161409095,122.697106231351,137.808586887131,120.349703023228,0,0,0,422.049494450701,463.980593722341,443.703071225686,587.170427117532,609.452769171636,606.576108499136,199.54636315423,192.60808893505902,208.94840986868698,0,0,0,213.176033623297,224.49006277583496,207.80034473942,96.41536059646108,316.865152778105,333.107450310486,271.39494525806,0,0,0,138.809582131354,133.69636607851498,110.732591167885,255.92589256684502,284.180679640094,289.679626925398
CYS,1.82686408432327,3.12700298931303,3.39436674977889,0,0,0,8.64709318021871,14.6941676483498,6.13507372095696,3.49096369193801,5.47862883649145,4.85164266098453,0,0,0,25.3753575018847,9.713123932045493,7.8463441860298095,2.1645301439183102,1.66973361416887,3.48721481561593,4.46833341182129,3.6400355680134906,3.04568868622153,0,0,0,4.049476893793971,3.05117312641298,5.2436151635408,3.79393206795313,5.55082475318336,4.83310225624787,7.471237298978091,0,0,0,2.28565493059861,3.07600513574234,3.43356871838402,3.93278359687814,4.5617588289432405,2.9102829463223
CYSabcpp,1.24995963664224,1.6725829942837098,1.84385354308977,0,0,0,0.617649512872765,0.9126812203943968,0.232977483074315,0.102675402704059,0.0,0.14482515405924,0,0,0,1.30969587106501,1.63589455697608,2.2308233470084704,0.0832511593814734,0.290388454638064,0.697442963123185,0.940701770909744,1.6317400822129398,1.06244954170519,0,0,0,0.5784966991134239,0.8390726097635691,0.5891702430944721,0.24743035225781304,0.6687740666485971,0.37660537061671706,0.9901639793826392,0,0,0,0.0879098050230233,1.09857326276512,0.7357647253680051,5.99749498523917,6.0823451052576605,5.03975827289959
CYSS,211.05087710997716,207.9093382894407,139.42047131499208,0,0,0,181.5889567845927,234.92414612951802,134.89396270002837,166.026126172463,168.08152315030836,154.45602680417883,0,0,0,247.5325196312881,225.54896204307727,172.5426471496557,183.31905295800422,193.76169635724756,181.43480512104614,149.2776122712403,200.0136785389485,190.32012790412224,0,0,0,137.77863050551395,192.1476276358572,171.6842088377294,129.48855101492214,215.88026871416724,247.6807987422615,219.09628416521272,0,0,0,166.2374412985375,168.63099583444583,153.65220014768514,204.79970580742906,199.61918727394234,161.4852122654447
CYSTGL,94.9007816435298,88.79234069653971,103.7167617988,0,0,0,57.88258292064771,88.25627401213809,55.526300132711704,50.2082719222849,50.1505255032679,49.02331464905271,0,0,0,98.39090231375921,93.0415029280147,83.0789384403156,41.2093238938293,57.7147053593151,61.3749807548403,72.551624081414,71.9848413191633,71.53826914148259,0,0,0,46.4725681621118,53.014133071425505,53.8501602188347,32.4958529298594,82.19233279111259,82.35104104152221,74.7123729897809,0,0,0,43.515353486396506,34.8247724296543,28.2043144724402,43.260619565659596,39.535243184174796,31.6581998551157
CYSTL,49.133028794167906,35.633289878218186,46.93445382410323,0,0,0,54.26492148810718,63.522612939450056,42.86785688567396,15.401310405608834,20.01806690256487,17.234193333049518,0,0,0,68.92274521479641,42.02204143232314,68.07857455525863,51.03296070084318,41.23516055860503,56.19397588592526,22.04769775569709,43.241112178643,32.227636098390654,0,0,0,55.15001864881314,31.350803873893344,43.24509584313418,20.949103157828198,33.9068451790839,45.06710935046714,35.46587344334175,0,0,0,29.27396507266676,68.55097159654355,81.54725706162061,215.90981946860992,165.99733516432363,104.69920355671645
CYStpp,2.3076177907241298,2.69067699080423,1.38289015731733,0,0,0,3.3529544984521498,3.37692051545927,3.3393439240651803,3.08026208112177,3.09050857443107,3.04132823524404,0,0,0,6.54847935532507,5.521144129794282,5.9232206110225,8.49161825691029,7.9130853888872315,6.675525504179058,3.8803948050027,2.2593324215256096,2.1248990834103703,0,0,0,2.69965126252931,6.0260669246656295,4.359859798899089,2.4743035225781296,2.1400770132755103,1.44365392069742,1.98032795876528,0,0,0,3.60430200594396,4.504150377337,5.39560798603204,14.5512993084491,9.71485676534209,9.44067394782599
CYSTS,509.8873810087523,384.621367685502,328.91832862980885,0,0,0,401.0310051438167,615.3296787899018,225.98815858208496,211.10062795954502,148.90632222258844,153.22501299467555,0,0,0,802.6798569789706,566.4284903529685,487.3964388498518,531.3088991725633,400.3004847185709,547.990899596789,316.0170011649923,551.7164254897684,578.6100204126445,0,0,0,291.56233635316596,261.714374918073,278.6186079593758,212.37771902128912,306.23164511839235,482.1804095129369,340.5263940004111,0,0,0,256.0812620320666,298.15278351445335,308.53067483765005,525.8131669026081,413.4305131268192,348.4531459389313
CYTBD,21.9223690118792,30.251935896609698,20.366200498673397,0,0,0,26.1177508300484,67.08206969898811,25.394545655100266,63.6587496765166,100.30105100653601,92.5432734438542,0,0,0,13.4243826784164,29.5483454353805,19.923560237075694,35.6314962152706,36.1533626024389,34.2743399020537,20.930614402741803,14.685660739916502,20.7531810479746,0,0,0,21.11512951764,43.6317757077056,27.278582255274,53.6923864399454,24.4771308393387,31.6976186935737,21.7836075464181,0,0,0,207.90668887945,149.186249083503,102.761806643065,33.4286605734642,33.4528980789171,28.605951887021604
CYTBD2,21.9223690118792,30.251935896609698,20.366200498673397,0,0,0,26.1177508300484,67.08206969898811,25.316886494075494,63.6587496765166,100.30105100653601,92.5432734438542,0,0,0,13.4243826784164,29.5483454353805,19.923560237075694,35.6314962152706,36.1533626024389,34.2743399020537,20.930614402741803,14.685660739916502,20.7531810479746,0,0,0,21.11512951764,43.6317757077056,27.278582255274,53.6923864399454,24.4771308393387,31.6976186935737,21.7836075464181,0,0,0,207.90668887945,149.186249083503,102.761806643065,33.4286605734642,33.4528980789171,28.605951887021604
CYTBD2pp,25.4799464392456,27.779421905059905,30.3397719362953,0,0,0,20.735376503585695,24.459856706569802,27.10304719764527,49.900245714172705,35.7515650996685,51.919817730237504,0,0,0,46.330491438924895,50.40600103682551,65.4631264932487,16.3172272387688,18.875249551474106,19.129864131378802,47.2114701275328,36.5258741479974,88.18331196153048,0,0,0,48.497306609008795,34.783373641108,35.46804863428721,40.2486706339376,21.668279759414602,23.1612302929281,22.503726804150897,0,0,0,65.22907532708331,97.9927350386488,93.9326299386487,11.4050724309466,14.023184548232901,17.603662699705602
CYTBDpp,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0776591610247716,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
CYTD,85.38185825679271,66.1761097738338,69.81500006335361,0,0,0,67.0590899690431,64.61783040392329,55.9145959378356,189.949495002509,126.28941856425199,142.87001447944,0,0,0,87.0947754258235,77.6027480465529,89.9252583673416,54.030002438576204,35.1370030112057,38.95717122588079,70.082281932776,79.0766347533965,78.9754159334189,0,0,0,64.0203013685523,56.2941441823195,50.963226027671794,168.005209183055,45.27600431211,66.4708479138506,57.3394958969765,0,0,0,180.654649322313,196.754471361233,177.809808630601,27.2345264083811,32.7770819561107,29.0318469523371
CYTDH,8.74971745649565,9.16284596868468,11.1050270208816,0,0,0,11.294162521101999,7.75779037335237,12.1924882808891,8.93276003525314,10.9572576729829,10.717061400383699,0,0,0,7.694463242506959,6.0323611788493015,8.00019407203039,12.654176225984001,11.9785237538201,13.550320426393304,10.8180703654621,7.091793434233179,7.08299694470124,0,0,0,9.73802776840931,6.8651395344292,7.65921316022813,12.3715176128906,9.16220471308578,9.101296456570669,11.0718335876422,0,0,0,8.52725108723326,7.58015551307933,5.51823544026004,8.35716514336605,10.390672888148499,10.5054116111146
CYTDK1,89.5163401318401,126.53453956755,87.6668548214499,0,0,0,44.0295867033585,49.2847859012974,68.96133498999721,77.8279552496768,109.01066607993201,90.29848355593599,0,0,0,52.87897079425,110.72961282531901,80.61734026430629,54.030002438576204,100.111419736472,90.3686810789613,125.760067998496,46.441833109137605,76.4255370333264,0,0,0,68.06977826234629,94.12869094984042,81.2465765227277,35.7949242932969,54.973228278514696,43.811758115078106,33.8456051134429,0,0,0,98.19525221071699,72.8354073213275,43.4101187967123,40.016073098235104,42.99880081355761,58.1346764155601
CYTDK2,89.5163401318401,126.53453956755,87.6668548214499,0,0,0,44.0295867033585,49.2847859012974,68.96133498999721,77.8279552496768,109.01066607993201,90.29848355593599,0,0,0,52.87897079425,110.72961282531901,80.61734026430629,54.030002438576204,100.111419736472,90.3686810789613,125.760067998496,46.441833109137605,76.4255370333264,0,0,0,68.06977826234629,94.12869094984042,81.2465765227277,35.7949242932969,54.973228278514696,43.811758115078106,33.8456051134429,0,0,0,98.19525221071699,72.8354073213275,43.4101187967123,40.016073098235104,42.99880081355761,58.1346764155601
CYTDt2,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.058793860681859,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
