Line Name,Measurement Type,Time,Value,Units
PVHG6-P-R3,"Pd630_LPD00266	",21,7.004686613,RPKM
PVHG6-P-R3,"Pd630_LPD00267	",21,54.73711792,RPKM
PVHG6-P-R3,"Pd630_LPD00268	",21,8.564330167,RPKM
PVHG6-P-R3,"Pd630_LPD00269	",21,2.533896846,RPKM
PVHG6-P-R3,"Pd630_LPD00270	",21,17.21413311,RPKM
PVHG6-P-R3,"Pd630_LPD00271	",21,3.568228973,RPKM
PVHG6-P-R3,"Pd630_LPD00272	",21,2.698148585,RPKM
PVHG6-P-R3,"Pd630_LPD00273	",21,7.794408483,RPKM
PVHG6-P-R3,"Pd630_LPD00274	",21,1.040299992,RPKM
PVHG6-P-R3,"Pd630_LPD00275	",21,39.65943662,RPKM
PVHG6-P-R3,"Pd630_LPD00276	",21,7.505851619,RPKM
PVHG6-P-R3,"Pd630_LPD00277	",21,3.018238793,RPKM
PVHG6-P-R3,"Pd630_LPD00278	",21,3.310045429,RPKM
PVHG6-P-R3,"Pd630_LPD00279	",21,11.086182,RPKM
PVHG6-P-R3,"Pd630_LPD00280	",21,7.323475512,RPKM
PVHG6-P-R3,"Pd630_LPD00281	",21,4.171299968,RPKM
PVHG6-P-R3,"Pd630_LPD00282	",21,3.492867706,RPKM
PVHG6-P-R3,"Pd630_LPD00283	",21,5.732265262,RPKM
PVHG6-P-R3,"Pd630_LPD00284	",21,5.315716873,RPKM
PVHG6-P-R3,"Pd630_LPD00285	",21,1.828142245,RPKM
PVHG6-P-R3,"Pd630_LPD00286	",21,35.72627557,RPKM
PVHG6-P-R3,"Pd630_LPD00287	",21,17.69148207,RPKM
PVHG6-P-R3,"Pd630_LPD00288	",21,27.69491554,RPKM
PVHG6-P-R3,"Pd630_LPD00296	",21,3.56674283,RPKM
PVHG6-P-R3,"Pd630_LPD00297	",21,3.31642624,RPKM
PVHG6-P-R3,"Pd630_LPD00300	",21,97.81631547,RPKM
PVHG6-P-R3,"Pd630_LPD00301	",21,12.77096329,RPKM
PVHG6-P-R3,"Pd630_LPD00302	",21,17.13804556,RPKM
PVHG6-P-R3,"Pd630_LPD00303	",21,12.52102077,RPKM
PVHG6-P-R3,"Pd630_LPD00306	",21,37.99057801,RPKM
PVHG6-P-R3,"Pd630_LPD00308	",21,1.264556278,RPKM
PVHG6-P-R3,"Pd630_LPD00309	",21,3.56674283,RPKM
PVHG6-P-R3,"Pd630_LPD00310	",21,64.05779443,RPKM
PVHG6-P-R3,"Pd630_LPD00312	",21,3.641049972,RPKM
PVHG6-P-R3,"Pd630_LPD00313	",21,2.940848054,RPKM
PVHG6-P-R3,"Pd630_LPD00314	",21,1.524160453,RPKM
PVHG6-P-R3,"Pd630_LPD00315	",21,1.769672333,RPKM
PVHG6-P-R3,"Pd630_LPD00316	",21,4.292098643,RPKM
PVHG6-P-R3,"Pd630_LPD00317	",21,9.600277089,RPKM
PVHG6-P-R3,"Pd630_LPD00318	",21,69.49061926,RPKM
PVHG6-P-R3,"Pd630_LPD00319	",21,0.609922077,RPKM
PVHG6-P-R3,"Pd630_LPD00320	",21,1.103348476,RPKM
PVHG6-P-R3,"Pd630_LPD00321	",21,0.952427241,RPKM
PVHG6-P-R3,"Pd630_LPD00323	",21,0.248253407,RPKM
PVHG6-P-R3,"Pd630_LPD00324	",21,1.470424027,RPKM
PVHG6-P-R3,"Pd630_LPD00327	",21,8.937122659,RPKM
PVHG6-P-R3,"Pd630_LPD00328	",21,12.39131523,RPKM
PVHG6-P-R3,"Pd630_LPD00330	",21,0.196813512,RPKM
PVHG6-P-R3,"Pd630_LPD00331	",21,15.0607067,RPKM
PVHG6-P-R3,"Pd630_LPD00332	",21,17.29147284,RPKM
